accession,name,description,Parent study,Study Disease/Focus,Study Design,Study Markerset,Study Molecular Data Type,Study Content,Ancestry (computed),NIH Institute,Study Consent,Release Date,Embargo Release Date,Related Terms,Collections
"phs001072.v1.p1","Genomic Analysis of Relapsed Pediatric Acute Lymphoblastic Leukemia","Although multi-agent combination chemotherapy is curative in a significant fraction of childhood acute lymphoblastic leukemia (ALL) patients, 20% of cases relapse and most die due to chemo-refractory disease. Here we  used whole-exome and whole-genome sequencing to analyze the mutational landscape and pattern of clonal evolution at relapse in pediatric ALL cases.","Not Applicable","Leukemia, Lymphoid","Tumor vs. Matched-Normal","Not Provided","WGS, WXS","4 phenotype datasets, 21 variables, 179 samples sequenced,  SRA, 57 subjects, 179 samples","","NCI","DS-CA-PUB-MDS-GSO --- Disease-Specific (Cancer, PUB, MDS, GSO)","2016-10-11","2016-10-11","Lymphoblastic Leukemia, Acute, T-Cell; Precursor B-Cell Lymphoblastic Leukemia; Leukemia, Lymphocytic; Leukemias, Lymphocytic; Leukemias, Lymphoid; Lymphatic leukemia",""
"phs000801.v2.p1","NCI Non-Hodgkin Lymphoma GWAS","Within the framework of the International Lymphoma Epidemiology Consortium (InterLymph) Consortium and NCI-sponsored Cohort Consortium, investigators from 22 studies came together to conduct a genome-wide association study (GWAS) of non-Hodgkin  lymphoma (NHL). The goal of the study was to identify common genetic variants associated with the risk of NHL. As described previously (Berndt SI et","Not Applicable","Lymphoma, Non-Hodgkin","Prospective Longitudinal Cohort","HumanOmniExpressExome-8, HumanOmniExpress-12, HumanOmniExpress-12","Not Provided","2 phenotype datasets, 7 variables, 10491 subjects, 10791 samples, 5 substudies","","NCI","DS-CA-IRB-NPU-GSO --- Disease-Specific (Cancer, IRB, NPU, GSO), DS-NHL-NPU-GSO --- Disease-Specific (non-Hodgkin Lymphoma, NPU, GSO), GRU-NPU-MDS --- General Research Use (NPU, MDS)","2016-09-22","2016-09-22","Lymphoma, Follicular; B Cell CLL; B Cell Chronic Lymphocytic Leukemia; B Cell Leukemia, Chronic; B Cell Lymphocytic Leukemia; B Cell Malignancy, Low Grade",""
"phs000891.v1.p1","NCI Non-Hodgkin Lymphoma GWAS: MZL","This sub-study phs000891 NCI Non-Hodgkin Lymphoma GWAS: MZL contains genotype and subject and sample phenotype of subjects available from the phs000891 study. Summary level phenotypes for the NCI Non-Hodgkin Lymphoma  GWAS study participants can be viewed at the top-level study page phs000801 NCI Non-Hodgkin Lymphoma GWAS. Marginal zone lymphoma (MZL) encompasses a","National Cancer Institute (NCI) Non-Hodgkin Lymphoma Genome-wide Association Study (GWAS) (phs000801.v2.p1)","Lymphoma, Non-Hodgkin","Case Set","HumanOmniExpress-12","SNP Genotypes (Array)","2 phenotype datasets, 10 variables, 1 molecular datasets, 825 subjects, 839 samples","","NCI","DS-CA-IRB-NPU-GSO --- Disease-Specific (Cancer, IRB, NPU, GSO), DS-NHL-NPU-GSO --- Disease-Specific (non-Hodgkin Lymphoma, NPU, GSO), GRU-NPU-MDS --- General Research Use (NPU, MDS)","2016-09-22","2016-09-22","Lymphoma, B-Cell, Marginal Zone; Extranodal Marginal Zone B-Cell Lymphoma of Mucosa-Associated Lymphoid Tissue; Extranodal marginal zone B-cell lymphoma; Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma); Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue; Immunocytoma",""
"phs000890.v1.p1","NCI Non-Hodgkin Lymphoma GWAS: FL","This sub-study phs000890 NCI Non-Hodgkin Lymphoma GWAS: FL contains genotype and subject and sample phenotype of subjects available from the phs000890 study. Summary level phenotypes for the NCI Non-Hodgkin Lymphoma  GWAS study participants can be viewed at the top-level study page phs000801 NCI Non-Hodgkin Lymphoma GWAS. Genome-wide association studies (GWAS) of","National Cancer Institute (NCI) Non-Hodgkin Lymphoma Genome-wide Association Study (GWAS) (phs000801.v2.p1)","Lymphoma, Non-Hodgkin","Case-Control","HumanOmniExpress-12","SNP Genotypes (Array)","2 phenotype datasets, 10 variables, 1 molecular datasets, 2142 subjects, 2186 samples","","NCI","DS-CA-IRB-NPU-GSO --- Disease-Specific (Cancer, IRB, NPU, GSO), DS-NHL-NPU-GSO --- Disease-Specific (non-Hodgkin Lymphoma, NPU, GSO), GRU-NPU-MDS --- General Research Use (NPU, MDS)","2016-09-22","2016-09-22","Lymphoma, Follicular; Non-Hodgkin Lymphoma; Brill - Symmers' disease; Brill Symmers Disease; Brill-Symmers Disease; Disease, Brill-Symmers",""
"phs000889.v1.p1","NCI Non-Hodgkin Lymphoma GWAS: DLBCL","This sub-study phs000889 NCI Non-Hodgkin Lymphoma GWAS: DLBCL contain genotype and subject and sample phenotype of subjects available from the phs000889 study. Summary level phenotypes for the NCI Non-Hodgkin Lymphoma  GWAS study participants can be viewed at the top-level study page phs000801 NCI Non-Hodgkin Lymphoma GWAS. Diffuse large B-cell lymphoma (DLBCL) is a","National Cancer Institute (NCI) Non-Hodgkin Lymphoma Genome-wide Association Study (GWAS) (phs000801.v2.p1)","Lymphoma, Non-Hodgkin","Case-Control","HumanOmniExpress-12","SNP Genotypes (Array)","2 phenotype datasets, 10 variables, 1 molecular datasets, 2661 subjects, 2706 samples","","NCI","DS-CA-IRB-NPU-GSO --- Disease-Specific (Cancer, IRB, NPU, GSO), DS-NHL-NPU-GSO --- Disease-Specific (non-Hodgkin Lymphoma, NPU, GSO), GRU-NPU-MDS --- General Research Use (NPU, MDS)","2016-09-22","2016-09-22","Centroblastic diffuse large B-cell malignant lymphoma; Centroblastic diffuse malignant lymphoma; Centroblastic malignant lymphoma; DLBCL; DLBCL - diffuse large B cell lymphoma; Diffuse Histiocytic Lymphoma",""
"phs000818.v2.p1","NCI Non-Hodgkin Lymphoma GWAS: Controls","This sub-study phs000818 NCI Non-Hodgkin Lymphoma GWAS: Controls contains genotype and subject and sample phenotype of subjects available from the phs000818 study. Summary level phenotypes for the NCI Non-Hodgkin Lymphoma  GWAS study participants can be viewed at the top-level study page phs000801 NCI Non-Hodgkin Lymphoma GWAS. Within the framework of the International","National Cancer Institute (NCI) Non-Hodgkin Lymphoma Genome-wide Association Study (GWAS) (phs000801.v2.p1)","Lymphoma, Non-Hodgkin","Prospective Longitudinal Cohort","HumanOmniExpressExome-8","SNP Genotypes (Array), SNP Genotypes (Array)","2 phenotype datasets, 10 variables, 1 molecular datasets, 2685 subjects, 2835 samples","","NCI","DS-CA-IRB-NPU-GSO --- Disease-Specific (Cancer, IRB, NPU, GSO), DS-NHL-NPU-GSO --- Disease-Specific (non-Hodgkin Lymphoma, NPU, GSO), GRU-NPU-MDS --- General Research Use (NPU, MDS)","2016-09-22","2016-09-22","Interdigitating cell sarcoma; Reticulosarcomas; Reticulum Cell Sarcoma; Reticulum Cell Sarcomas; Reticulum cell sarcoma morphology; Reticulum-Cell Sarcoma",""
"phs000802.v2.p1","NCI Non-Hodgkin Lymphoma GWAS: CLL","This sub-study phs000802 NCI Non-Hodgkin Lymphoma GWAS: CLL contains genotype and subject and sample phenotype data from subjects available from the phs000802 study. Summary level phenotypes for the NCI Non-Hodgkin  Lymphoma GWAS study participants can be viewed at the top-level study page phs000801 NCI Non-Hodgkin Lymphoma GWAS. Individual level phenotype data","National Cancer Institute (NCI) Non-Hodgkin Lymphoma Genome-wide Association Study (GWAS) (phs000801.v2.p1)","Lymphoma, Non-Hodgkin","Prospective Longitudinal Cohort","HumanOmniExpressExome-8","SNP Genotypes (Array), SNP Genotypes (Array)","2 phenotype datasets, 10 variables, 1 molecular datasets, 2178 subjects, 2225 samples","","NCI","DS-CA-IRB-NPU-GSO --- Disease-Specific (Cancer, IRB, NPU, GSO), DS-NHL-NPU-GSO --- Disease-Specific (non-Hodgkin Lymphoma, NPU, GSO), GRU-NPU-MDS --- General Research Use (NPU, MDS)","2016-09-22","2016-09-22","B Cell CLL; B Cell Chronic Lymphocytic Leukemia; B Cell Leukemia, Chronic; B Cell Lymphocytic Leukemia; B Cell Malignancy, Low Grade; B Lymphocytic Leukemia, Chronic",""
"phs001111.v1.p1","A Prognostic Role of APC in Colorectal Cancers","Colorectal cancer (CRC) is a highly heterogeneous disease, for which prognosis has been relegated to clinic-pathologic staging for decades. There is a need to molecularly stratify subpopulations of CRC to  better predict outcome and assign therapies. Here we report targeted exome sequencing of 1,321 cancer-related genes on 468 tumor specimens, which","Not Applicable","Colorectal Neoplasms","Case Set","Not Provided","Targeted-Capture","4 phenotype datasets, 29 variables, 468 samples sequenced,  SRA, 468 subjects, 468 samples","","NCI","GRU --- General Research Use","2016-09-21","2016-09-21","CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001044.v1.p1","Breast Cancer Risk Pathways","We sought to identify genomic variants that differed between individuals who developed familial breast cancer and individuals who had a family history of breast cancer but who had not developed  breast cancer. We aggregated these data at the pathway level to identify pathways that play a role in familial breast cancer development. We profiled","Not Applicable","Breast Neoplasms","Case-Control","WES_markerset_grc37","SNP/CNV Genotypes (NGS), WXS","4 phenotype datasets, 16 variables, 1 molecular datasets, 35 samples sequenced,  SRA, 35 subjects, 35 samples","","NCI","GRU --- General Research Use","2016-09-19","2016-09-19","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000937.v1.p1","The Landscape of Antisense Gene Expression in Human Cancers","High throughput RNA Sequencing has revealed that the human genome is widely transcribed. However, the extent of natural antisense transcription, the molecular mechanisms by which natural antisense transcripts (NATs) might  affect their cognate sense genes, and the role of NATs in cancer are less well understood. Here, we use strand-specific paired-end RNA sequencing","Not Applicable","Neoplasms","Prospective Longitudinal Cohort","Not Provided","RNA-Seq","4 phenotype datasets, 19 variables, 376 samples sequenced, 376 subjects, 376 samples","","NCI","DS-CA-NPU-MDS --- Disease-Specific (Cancer, NPU, MDS), DS-LC-MDS --- Disease-Specific (Lung Cancer, MDS)","2016-08-24","2016-08-24","Carcinoma, Merkel Cell; Hodgkin Disease; Lung Neoplasms; Meningioma; Sarcoma; ADENOCARCINOMA OF LUNG",""
"phs001112.v1.p1","Chromosome X Mosaicism Methylation Study","This study investigates methylation patterns in promoter regions on the X chromosomes of females with X chromosome mosaicism in an effort to phase mosaic events to either the active or  inactive X chromosome. Females with genotyping array detected X mosaic events greater than 2 Mb in size and with available DNA Principal","Not Applicable","Neoplasms","Case Set","HumanMethylation450","Methylation (CpG)","4 phenotype datasets, 14 variables, 1 molecular datasets, 33 subjects, 33 samples","","NCI","O-MDS_ONLY --- Methods Only","2016-07-01","2016-07-01","Blastoma; CA; CA - Cancer; Cancer; MT; Malignancies",""
"phs001115.v1.p1","Tissue Specimens from Patients with Melanoma for Genetic Analysis","The purpose of this study was to obtain tissue specimens derived from patients with melanoma to generate research tools to advance our understanding of the genetics, pathogenesis, and therapeutics of  melanoma. Briefly, tissue was obtained from metastatic lesions and used to generate clonal primary cell lines from melanoma cells and fibroblasts","Not Applicable","Melanoma, Cutaneous Malignant","Case Set","Not Provided","RNA-Seq","4 phenotype datasets, 20 variables, 1 documents, 6 samples sequenced,  SRA, 3 subjects, 6 samples","","NCI","GRU --- General Research Use","2016-06-27","2016-06-27","CMM; Cutaneous Malignant Melanoma; Cutaneous Malignant Melanomas; Cutaneous melanoma; MELANOMA, MALIGNANT; MM (malignant melanoma) of skin","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000932.v1.p1","Somatic Reference Standard for Cancer Sequencing","In this study, we separately performed PCR-free whole genome sequencing on the paired tumor/normal melanoma COLO-829 and lymphoblastoid COLO-829BL cell lines across three separate institutions (TGen, Illumina, Genome Sciences Centre  at the British Columbia Cancer Agency). We performed a meta-analysis of all data, in combination with the originally reported analysis of these cell","Not Applicable","Melanoma","Tumor vs. Matched-Normal","WGS_markerset_grc37","SNP Genotypes (NGS), WGA","4 phenotype datasets, 17 variables, 1 molecular datasets, 8 samples sequenced,  SRA, 1 subjects, 8 samples","","NCI","GRU --- General Research Use","2016-06-15","2016-06-15","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001041.v1.p1","Genetic Basis for Clinical Response to CTLA-4 Blockade in Melanoma","Immune checkpoint inhibitors are effective cancer treatments, but molecular determinants of clinical benefit are unknown. Ipilimumab and tremelimumab are antibodies against cytotoxic T-lymphocyte antigen 4 (CTLA-4). Anti-CTLA-4 treatment prolongs overall  survival in patients with melanoma. CTLA-4 blockade activates T cells and enables them to destroy tumor cells. We obtained tumor tissue from patients","Not Applicable","Melanoma","Prospective Longitudinal Cohort","other","SNP Genotypes (NGS), WXS","4 phenotype datasets, 41 variables, 1 molecular datasets, 128 samples sequenced,  SRA, 64 subjects, 128 samples","","NCI","HMB-PUB-NPU-MDS --- Health/Medical/Biomedical (PUB, NPU, MDS)","2016-06-10","2016-06-10","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas",""
"phs001107.v1.p1","Patient-Specific Factors Influence Somatic Variations in VHL Tumors","Patients affected with von Hippel-Lindau disease are at risk of developing multiple independent clear cell renal carcinomas. This study performed whole genome sequencing on 40 tumors from 6 VHL patients  to compare somatic variation patterns within and between patients. Although tumors from the same patient showed many differences, within-patient","Not Applicable","von Hippel-Lindau Disease","Tumor vs. Matched-Normal","WES_markerset_grc37","SNP Genotypes (NGS), WGS","4 phenotype datasets, 33 variables, 1 molecular datasets, 51 samples sequenced,  SRA, 6 subjects, 51 samples","","NCI","DS-RCC-IRB --- Disease-Specific (Kidney Cancer, IRB)","2016-06-08","2016-06-08","Angiomatoses, Familial Cerebello-Retinal; Angiomatoses, Familial Cerebelloretinal; Angiomatosis Retinae; Angiomatosis, Familial Cerebello-Retinal; Angiomatosis, Familial Cerebelloretinal; Cerebello-Retinal Angiomatoses, Familial",""
"phs001066.v1.p1","DNA and RNA Sequence of an Acute Lymphoblastic Leukemia","We used massively parallel sequencing technology to profile the genomic DNA and RNA of tumor cells (leukemic bone marrow) and normal cells (skin biopsy) obtained from a single patient with  Acute Lymphoblastic Leukemia (ALL), referred to throughout this study as 'ALL1'. Included in this study are samples obtained from a primary tumor,","Not Applicable","Neoplasms","Case Set","Not Provided","RNA-Seq, WGS, WXS","4 phenotype datasets, 13 variables, 23 samples sequenced,  SRA, 1 subjects, 23 samples","","NCI","HMB --- Health/Medical/Biomedical","2016-05-19","2016-05-19","Leukemia; Blood (Leukemia); Blood cancer; Leucocythaemia; Leucocythaemias; Leucocythemia","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs001063.v1.p1","Genomic Characterization of PDX Models for Breast Cancer Brain Metastases","We have developed orthotopic patient-derived xenograft models of HER2 positive breast cancer metastasized into the brain of patients to test novel therapeutic strategies. In this study, we identified a novel  combinatorial therapeutic strategy that has resulted in a durable remission and markedly increased overall survival in majority of patient-derived","Not Applicable","Breast Neoplasms","Case Set","WES_markerset_grc37","SNP Genotypes (NGS), WXS","4 phenotype datasets, 20 variables, 1 molecular datasets, 12 samples sequenced,  SRA, 12 subjects, 12 samples","","NCI","GRU-IRB-PUB --- General Research Use (IRB, PUB)","2016-05-12","2016-05-12","Neoplasm Metastasis; Brain Neoplasms; Brain Tumor; Brain Tumors; Brain neoplasm; Brain tumour",""
"phs001054.v1.p1","Genomic Characterization of Pediatric Low-Grade Gliomas","Pediatric low-grade gliomas (PLGGs) are the most common pediatric brain-tumor, with more than ten histologic subtypes recognized by the World Health Organization. We performed a genomic analysis of 230 PLGGs  of which 73 had whole genome/RNA sequencing performed and show that MYB-QKI fusions define the seizure associated tumor, Angiocentric Glioma (AG).","Not Applicable","Glioma","Case Set","Not Provided","ChIP-Seq, RNA-Seq, WGS, WXS","4 phenotype datasets, 13 variables, 92 samples sequenced,  SRA, 80 subjects, 93 samples","","NCI","GRU --- General Research Use, DS-NTT --- Disease-Specific (Nervous Tissue Tumors)","2016-04-06","2016-04-06","ASTROCYTOMA; Astrocytic Glioma; Astrocytic Gliomas; Astrocytic Neoplasm; Astrocytoma (excluding glioblastoma); Astrocytomas","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000942.v1.p1","Use of WGS for Diagnosis and Discovery in the Cancer Genetics Clinic","Despite the potential of whole-genome sequencing (WGS) to improve patient diagnosis and care, the empirical value of WGS in the cancer genetics clinic is unknown. We performed WGS on members  of two cohorts of cancer genetics patients: those with BRCA1/2 mutations (n 176) and those without (n 82). Initial analysis of potentially pathogenic","Not Applicable","Neoplasms","Prospective Longitudinal Cohort","WGS_markerset_grc37","SNP/CNV Genotypes (NGS), WGS","4 phenotype datasets, 31 variables, 1 molecular datasets, 235 samples sequenced,  SRA, 258 subjects, 258 samples","European (214), African American (14), Hispanic1 (3), Hispanic2 (17), Other Asian or Pacific Islander (1), South Asian (4), Other (4)","NCI","GRU-PUB-MDS --- General Research Use (PUB, MDS)","2016-03-03","2016-03-03","Adenomatous Polyposis Coli; Bile Duct Neoplasms; Colonic Polyps; Esophageal Neoplasms; Fallopian Tube Neoplasms; Hemangioblastoma",""
"phs001038.v1.p1","DNA Methylation Inhibitors in Immunotherapy","We show that DNA methyltransferase inhibitors (DNMTis) upregulate immune signaling in cancer through the viral defense pathway and re-expression of epigenetically silenced endogenous retrovirus. In melanoma patients treated with an  immune checkpoint therapy, high viral defense signature expression in tumors significantly associates with durable clinical response and DNMTi","Not Applicable","Melanoma","Case Set","RNAseq_probe_set_grc37","RNA-Seq, RNA Seq (NGS)","4 phenotype datasets, 38 variables, 1 molecular datasets, 20 samples sequenced,  SRA, 20 subjects, 20 samples","","NCI","HMB-PUB-NPU-MDS --- Health/Medical/Biomedical (PUB, NPU, MDS)","2016-03-02","2016-03-02","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas",""
"phs000994.v1.p1","The Mutational Landscape of CTCL and Sezary Syndrome.","Sezary syndrome is a leukemic and aggressive form of cutaneous T-cell lymphoma (CTCL) resulting from the malignant transformation of skin-homing central memory CD4+ T cells. To identify new genetic alterations  involved in Sezary syndrome and CTCL transformation we performed whole-exome sequencing of tumor-normal sample pairs from 26 Sezary syndrome and 16","Not Applicable","Sezary Syndrome","Prospective Longitudinal Cohort","Not Provided","WXS","4 phenotype datasets, 21 variables, 84 samples sequenced,  SRA, 84 subjects, 84 samples","","NCI","DS-CA-IRB-PUB --- Disease-Specific (Cancer, IRB, PUB)","2016-01-15","2016-01-15","Mycosis Fungoides; CTCL / Sezary syndrome; Erythroderma, Sezary; Lymphoma, Sezary's; SC)zary syndrome; SEZARY SYNDROME, SOMATIC",""
"phs001034.v1.p1","New England-Based Case-Control Study of Ovarian Cancer (NECC)","The case-control data provided to dbGaP were collected under NCI grant number CA54419 which had 3 enrollment phases: I (1992-1997), II (1998-2002) and III (2003-2008). Altogether, CA54419 funded 15 years  of data and specimen collection, resulting in one of the longest running population based case-control studies of ovarian cancer. The study goal was","Not Applicable","Ovarian Neoplasms","Case-Control","Not Provided","Not Provided","2 phenotype datasets, 84 variables, 3 documents, 4141 subjects","","NCI","GRU-NPU --- General Research Use (NPU)","2016-01-14","2016-01-14","Neoplasm of Ovary; Neoplasm of the Ovary; Neoplasm of the ovaries; Neoplasm, Ovarian; Neoplasm, Ovary; Neoplasms, Ovarian",""
"phs001007.v1.p1","The Genetic Landscape of Metastasis and Recurrence in HNSCC","Recurrence and/or metastasis occur in more than half of patients with head and neck squamous cell carcinoma (HNSCC) and pose the greatest threats to long-term survival. The genetic alterations underlying  recurrent/metastatic HNSCC are unknown. This study represents the first whole exome sequencing (WES) cohort study of patient-matched tumor pairs in","Not Applicable","Squamous Cell Carcinoma of Head and Neck","Case Set","Not Provided","WXS","4 phenotype datasets, 26 variables, 65 samples sequenced, 23 subjects, 65 samples","","NCI","DS-CA-MDS --- Disease-Specific (Cancer, MDS)","2015-12-02","2015-12-02","Epidermoid Carcinoma of Hypopharynx; Epidermoid Carcinoma of the Hypopharynx; Hypopharyngeal Conventional Squamous Cell Carcinoma; Hypopharyngeal Epidermoid Carcinoma; Hypopharyngeal Squamous Cell Carcinoma; Squamous Cell Carcinoma of Hypopharynx",""
"phs000975.v1.p1","Nurses' Health Study (NHS)","The Nurses' Health Study is an on-going prospective cohort study of women that was initiated in 1976. This specific study was part of a larger study to advance our knowledge  of breast cancer etiology, expand the current knowledge of mammographic density, and clarify the relationship between mammographic density and breast","Not Applicable","Breast Density","Case-Control","HumanOmniExpress-12","SNP Genotypes (Array)","4 phenotype datasets, 26 variables, 1 molecular datasets, 794 subjects, 794 samples","","NCI","GRU --- General Research Use","2015-12-02","2015-12-02","Mammographic Density; Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000953.v1.p1","Microdissected Pancreatic Cancer Whole Exome Sequencing","109 micro-dissected pancreatic cancer cases and normal control tissue were subjected to whole-exome sequencing. Microdissection enriches tumor cellularity and enhances mutation calling. Inclusion: Diagnosis of pancreatic cancer with sufficient available  tumor tissue and normal control. Principal Investigator: Agnieszka Witkiewicz, University of Texas Southwestern Medical Center, Dallas, TX, USA","Not Applicable","Pancreatic Neoplasms","Prospective Longitudinal Cohort","Not Provided","WXS","3 phenotype datasets, 11 variables, 218 samples sequenced,  SRA, 109 subjects, 218 samples","","NCI","DS-PACA-IRB-NPU-MDS --- Disease-Specific (Pancreatic Cancer, IRB, NPU, MDS)","2015-11-30","2015-11-30","Cancer of the pancreas; Neoplasia of the pancreas; Neoplasm of Pancreas; Neoplasm of the Pancreas; Neoplasm, Pancreas; Neoplasm, Pancreatic",""
"phs000980.v1.p1","PD-1 Blockade in Non-Small Cell Lung Cancer","Patients with non-small cell lung cancer were treated with pembrolizumab. Their tumors and matched normal blood were sequenced. Inclusion: non-small cell lung cancer, treated with pembrolizumab Principal Investigators: Timothy Chan,  MD, PhD, Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY, USA Principal Investigators: Matthew Hellmann, MD,","Not Applicable","Carcinoma, Non-Small-Cell Lung","Tumor vs. Matched-Normal","other","SNV Aggregate (.MAF), WXS","4 phenotype datasets, 36 variables, 1 molecular datasets, 68 samples sequenced,  SRA, 34 subjects, 68 samples","","NCI","HMB-PUB-NPU --- Health/Medical/Biomedical (PUB, NPU)","2015-11-19","2022-12-06","Carcinoma, Non Small Cell Lung; Carcinoma, Non-Small Cell Lung; Carcinomas, Non-Small-Cell Lung; Lung Carcinoma, Non-Small-Cell; Lung Carcinomas, Non-Small-Cell; NONSMALL CELL LUNG CANCER",""
"phs000813.v1.p1","Sequencing of Targeted Genomic Regions Associated with Smoking","This study includes samples from two projects: Collaborative Genetic Study of Nicotine Dependence (COGEND; PI: Laura Bierut) and Genetic Study of Nicotine Dependence in African Americans (AAND; PI: Laura Bierut  and Eric Johnson). The majority of the COGEND subjects included in the current study overlap with the two datasets already available on dbGaP. GWAS","Not Applicable","Tobacco Use Disorder","Case-Control","target_markerset_grc37, Not Provided, Not Provided, other","SNP Genotypes (Array), SNP Genotypes (NGS), WXS","4 phenotype datasets, 131 variables, 27 documents, 1 molecular datasets, 3098 samples sequenced,  SRA, 2969 subjects, 3098 samples","","NCI","HMB-MDS --- Health/Medical/Biomedical (MDS)","2015-10-23","2016-10-23","Compulsive tobacco user syndrome; Dependence, Tobacco; Tobacco Dependence","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs000977.v1.p1","Genetic Analysis of Desmoplastic Melanoma","Desmoplastic melanoma is an infrequent variant of melanoma with sarcomatous histology, distinct clinical behavior, and unknown pathogenesis. We performed low-coverage genome and high-coverage exome sequencing of 20 desmoplastic melanomas, followed  by targeted sequencing of 293 genes to validate candidate genes. A high mutation burden (median 62 mutations/Mb) ranked desmoplastic melanoma among","Not Applicable","Melanoma","Tumor vs. Matched-Normal","Not Provided","WGS, WXS","3 phenotype datasets, 12 variables, 140 samples sequenced,  SRA, 62 subjects, 140 samples","","NCI","GRU --- General Research Use, DS-M-MDS --- Disease-Specific (Melanoma, MDS)","2015-10-01","2015-10-01","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000884.v1.p1","Gut Microbiome Profiles and Risk of Colorectal Cancer","Findings from recent studies suggest that the community of microbes residing in the human body is important in disease etiology; however, it remains unclear whether personal factors modulate human microbial  composition. Studies based on animal models indicate that differences in composition might be attributed to sex-mediated effects. We analyzed the","Not Applicable","Microbiota","Case-Control","Not Provided","POOLCLONE","4 phenotype datasets, 35 variables, 1 documents, 240 samples sequenced,  SRA, 240 subjects, 240 samples","","NCI","HMB-MDS --- Health/Medical/Biomedical (MDS)","2015-09-21","2015-09-21","CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs000941.v1.p1","Phylogenetic Analyses Reveal Complex Patterns of Melanoma Metastasis","Subpopulations of cells in a primary melanoma can disseminate and establish metastases. Still, the precise ancestral relationship between primary tumors and their metastases is not well understood. Using whole-exome sequencing  (for discovery) and targeted sequencing (for validation), we analyzed mutation patterns of primary melanomas and two or more metastases in each of 8","Not Applicable","Melanoma","Tumor vs. Matched-Normal","Not Provided","WXS","3 phenotype datasets, 11 variables, 39 samples sequenced,  SRA, 8 subjects, 39 samples","","NCI","GRU --- General Research Use, DS-M-MDS --- Disease-Specific (Melanoma, MDS)","2015-09-18","2015-09-18","Neoplasm Metastasis; Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000885.v1.p1","Strong Activation of Retroviral LTRs in HCC","The ncRNA transcriptome of human hepatocellular carcinoma (HCC) is largely unexplored. We used CAGE to characterize transcription start sites across different etiologies of human HCCs with emphasis on ncRNAs. Here  we report that retroviral LTR promoters, expressed in healthy tissues such as testis and placenta but not liver, are widely activated in HCC. Despite","Not Applicable","Carcinoma, Hepatocellular","Case-Control","CAGE_RNA_seq_markerset","RNA-Seq, Expression ncRNA (NGS)","4 phenotype datasets, 16 variables, 1 molecular datasets, 105 samples sequenced,  SRA, 55 subjects, 105 samples","","NCI","HMB-MDS --- Health/Medical/Biomedical (MDS)","2015-09-17","2015-09-17","Adult Liver Cancer; Adult Liver Cancers; Cancer, Adult Liver; Cancers, Adult Liver; Carcinoma of Liver Cells; Carcinoma of the Liver Cells","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
