coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,project_id,project_start_date,day_diff
U54CA285116,31937234,Mathematical deconvolution of CAR T-cell proliferation and exhaustion from real-time killing assay data.,Prativa Sahoo;Xin Yang;Daniel Abler;Davide Maestrini;Vikram Adhikarla;David Frankhouser;Heyrim Cho;Vanessa Machuca;Dongrui Wang;Michael Barish;Margarita Gutova;Sergio Branciamore;Christine E Brown;Russell C Rockne,2020-01-15,7,0.44,U54CA285116,2023-09-22T00:00:00,1346
U01CA263981,31975571,Preclinical evaluation of the combination of AZD1775 and irinotecan against selected pediatric solid tumors: A Pediatric Preclinical Testing Consortium report.,E Anders Kolb;Peter J Houghton;Raushan T Kurmasheva;Yael P Mosse;John M Maris;Stephen W Erickson;Yuelong Guo;Beverly A Teicher;Malcolm A Smith;Richard Gorlick,2020-01-23,21,0.88,U01CA263981,2021-09-01T00:00:00,587
R01CA253248,31988323,Lymphatic endothelial cells prime naïve CD8<sup>+</sup> T cells into memory cells under steady-state conditions.,Efthymia Vokali;Shann S Yu;Sachiko Hirosue;Marcela Rinçon-Restrepo;Fernanda V Duraes;Stefanie Scherer;Patricia Corthésy-Henrioud;Witold W Kilarski;Anna Mondino;Dietmar Zehn;Stéphanie Hugues;Melody A Swartz,2020-01-27,7,0.38,R01CA253248,2021-08-01T00:00:00,552
U01CA272977,32086499,Early-onset colorectal cancer: initial clues and current views.,Lorne J Hofseth;James R Hebert;Anindya Chanda;Hexin Chen;Bryan L Love;Maria M Pena;E Angela Murphy;Mathew Sajish;Amit Sheth;Phillip J Buckhaults;Franklin G Berger,2020-02-21,55,2.32,U01CA272977,2022-08-16T00:00:00,907
R01CA253248,32117911,Engineering Targeting Materials for Therapeutic Cancer Vaccines.,Priscilla S Briquez;Sylvie Hauert;Alexandre de Titta;Laura T Gray;Aaron T Alpar;Melody A Swartz;Jeffrey A Hubbell,2020-02-11,116,6.19,R01CA253248,2021-08-01T00:00:00,537
U01CA263981,32184294,Evaluation of Eribulin Combined with Irinotecan for Treatment of Pediatric Cancer Xenografts.,Andrew J Robles;Raushan T Kurmasheva;Abhik Bandyopadhyay;Doris A Phelps;Stephen W Erickson;Zhao Lai;Dias Kurmashev;Yidong Chen;Malcom A Smith;Peter J Houghton,2020-03-17,9,0.37,U01CA263981,2021-09-01T00:00:00,533
U01CA263981,32207565,"Initial in vivo testing of a multitarget kinase inhibitor, regorafenib, by the Pediatric Preclinical Testing Consortium.",Douglas J Harrison;Jonathan D Gill;Michael E Roth;Wendong Zhang;Beverly Teicher;Stephen Erickson;Greg Gatto;Raushan T Kurmasheva;Peter J Houghton;Malcolm A Smith;Edward Anders Kolb;Richard Gorlick,2020-03-24,24,2.06,U01CA263981,2021-09-01T00:00:00,526
U24CA258511,32324447,Open Health Imaging Foundation Viewer: An Extensible Open-Source Framework for Building Web-Based Imaging Applications to Support Cancer Research.,Erik Ziegler;Trinity Urban;Danny Brown;James Petts;Steve D Pieper;Rob Lewis;Chris Hafey;Gordon J Harris,2020-04-01,72,2.94,U24CA258511,2023-05-01T00:00:00,1125
U01CA263981,32333633,"Evaluation of VTP-50469, a menin-MLL1 inhibitor, against Ewing sarcoma xenograft models by the pediatric preclinical testing consortium.",Raushan T Kurmasheva;Abhik Bandyopadhyay;Edward Favours;Vanessa Del Pozo;Samson Ghilu;Doris A Phelps;Gerard M McGeehan;Stephen W Erickson;Malcolm A Smith;Peter J Houghton,2020-04-25,1,0.1,U01CA263981,2021-09-01T00:00:00,494
U24CA264027,32396860,Comprehensive Analysis of Genetic Ancestry and Its Molecular Correlates in Cancer.,Jian Carrot-Zhang;Nyasha Chambwe;Jeffrey S Damrauer;Theo A Knijnenburg;A Gordon Robertson;Christina Yau;Wanding Zhou;Ashton C Berger;Kuan-Lin Huang;Justin Y Newberg;R Jay Mashl;Alessandro Romanel;Rosalyn W Sayaman;Francesca Demichelis;Ina Felau;Garrett M Frampton;Seunghun Han;Katherine A Hoadley;Anab Kemal;Peter W Laird;Alexander J Lazar;Xiuning Le;Ninad Oak;Hui Shen;Christopher K Wong;Jean C Zenklusen;Elad Ziv;Cancer Genome Atlas Analysis Network;Andrew D Cherniack;Rameen Beroukhim,2020-05-11,3,0.11,U24CA264027,2021-09-22T00:00:00,499
P50CA254838,32747829,"Implications of TP53 allelic state for genome stability, clinical presentation and outcomes in myelodysplastic syndromes.",Elsa Bernard;Yasuhito Nannya;Robert P Hasserjian;Sean M Devlin;Heinz Tuechler;Juan S Medina-Martinez;Tetsuichi Yoshizato;Yusuke Shiozawa;Ryunosuke Saiki;Luca Malcovati;Max F Levine;Juan E Arango;Yangyu Zhou;Francesc Solé;Catherine A Cargo;Detlef Haase;Maria Creignou;Ulrich Germing;Yanming Zhang;Gunes Gundem;Araxe Sarian;Arjan A van de Loosdrecht;Martin Jädersten;Magnus Tobiasson;Olivier Kosmider;Matilde Y Follo;Felicitas Thol;Ronald F Pinheiro;Valeria Santini;Ioannis Kotsianidis;Jacqueline Boultwood;Fabio P S Santos;Julie Schanz;Senji Kasahara;Takayuki Ishikawa;Hisashi Tsurumi;Akifumi Takaori-Kondo;Toru Kiguchi;Chantana Polprasert;John M Bennett;Virginia M Klimek;Michael R Savona;Monika Belickova;Christina Ganster;Laura Palomo;Guillermo Sanz;Lionel Ades;Matteo Giovanni Della Porta;Harold K Elias;Alexandra G Smith;Yesenia Werner;Minal Patel;Agnès Viale;Katelynd Vanness;Donna S Neuberg;Kristen E Stevenson;Kamal Menghrajani;Kelly L Bolton;Pierre Fenaux;Andrea Pellagatti;Uwe Platzbecker;Michael Heuser;Peter Valent;Shigeru Chiba;Yasushi Miyazaki;Carlo Finelli;Maria Teresa Voso;Lee-Yung Shih;Michaela Fontenay;Joop H Jansen;José Cervera;Yoshiko Atsuta;Norbert Gattermann;Benjamin L Ebert;Rafael Bejar;Peter L Greenberg;Mario Cazzola;Eva Hellström-Lindberg;Seishi Ogawa;Elli Papaemmanuil,2020-08-03,5,0.25,P50CA254838,2021-08-24T00:00:00,386
U54CA285116,33001587,Spatiotemporal strategies to identify aggressive biology in precancerous breast biopsies.,David E Frankhauser;Tijana Jovanovic-Talisman;Lily Lai;Lisa D Yee;Lihong V Wang;Ashish Mahabal;Joseph Geradts;Russell C Rockne;Jerneja Tomsic;Veronica Jones;Christopher Sistrunk;Gustavo Miranda-Carboni;Eric C Dietze;Loretta Erhunmwunsee;Terry Hyslop;Victoria L Seewaldt,2020-10-01,1,0.04,U54CA285116,2023-09-22T00:00:00,1086
U24CA270823,33024965,SARS-CoV-2 infected cells present HLA-I peptides from canonical and out-of-frame ORFs.,Shira Weingarten-Gabbay;Susan Klaeger;Siranush Sarkizova;Leah R Pearlman;Da-Yuan Chen;Matthew R Bauer;Hannah B Taylor;Hasahn L Conway;Christopher H Tomkins-Tinch;Yaara Finkel;Aharon Nachshon;Matteo Gentili;Keith D Rivera;Derin B Keskin;Charles M Rice;Karl R Clauser;Nir Hacohen;Steven A Carr;Jennifer G Abelin;Mohsan Saeed;Pardis C Sabeti,2020-10-26,8,0.73,U24CA270823,2022-06-15T00:00:00,597
U2CCA271894,33093161,Prostate Cancer Biomarker Development: National Cancer Institute's Early Detection Research Network Prostate Cancer Collaborative Group Review.,Michael A Liss;Robin J Leach;Martin G Sanda;Oliver J Semmes,2020-10-22,3,0.16,U2CCA271894,2022-09-02T00:00:00,680
U54CA285116,33312342,"Mammographic density: intersection of advocacy, science, and clinical practice.",Katherine Tossas-Milligan;Sundus Shalabi;Veronica Jones;Patricia J Keely;Matthew W Conklin;Kevin W Eliceiri;Robert Winn;Christopher Sistrunk;Joseph Geradts;Gustavo Miranda-Carboni;Eric C Dietze;Lisa D Yee;Victoria L Seewaldt,2019-07-24,20,1.57,U54CA285116,2023-09-22T00:00:00,1521
R33CA287135,33345457,Micro- and Nano-Devices for Studying Subcellular Biology.,Michael J Siedlik;Zijian Yang;Parnika S Kadam;James Eberwine;David Issadore,2020-12-20,102,7.02,R33CA287135,2024-03-07T00:00:00,1173
U01CA274298,33860525,Efficient detection and classification of epigenomic changes under multiple conditions.,Pedro L Baldoni;Naim U Rashid;Joseph G Ibrahim,2021-05-03,3,0.19,U01CA274298,2022-09-01T00:00:00,486
U54CA285116,34149989,Breast Self-Examination - the case for a second look.,Eric Dietze;Veronica Jones;Victoria Seewaldt,2020-02-26,15,1.25,U54CA285116,2023-09-22T00:00:00,1304
U54CA285116,34427914,The perils of generalization: Rethinking breast cancer screening guidelines for young women of color.,Victoria L Seewaldt;Leslie Bernstein,2021-08-24,7,0.43,U54CA285116,2023-09-22T00:00:00,759
U2CCA271894,34453155,Proteomic discovery of non-invasive biomarkers of localized prostate cancer using mass spectrometry.,Amanda Khoo;Lydia Y Liu;Julius O Nyalwidhe;O John Semmes;Danny Vesprini;Michelle R Downes;Paul C Boutros;Stanley K Liu;Thomas Kislinger,2021-08-27,7,0.43,U2CCA271894,2022-09-02T00:00:00,371
U01CA227550,34541587,Computational Horizons In Cancer (CHIC): Developing Meta- and Hyper-Multiscale Models and Repositories for <i>In Silico</i> Oncology - a Brief Technical Outline of the Project.,G Stamatakos;Dimitra Dionysiou;Fay Misichroni;Norbert Graf;Stefaan van Gool;Rainar Bohle;Feng Dong;Marco Viceconti;Kostas Marias;Vangelis Sakkalis;Nikolaus Forgo;Ravi Radhakrishnan;Helen Byrne;Caterina Guiot;Philippe Buechler;Elias Neri;Anca Bucur;Bernard de Bono;Debora Testi;Manolis Tsiknakis,2014-11-01,23,1.41,U01CA227550,2018-06-01T00:00:00,1308
U24CA269436,34570431,NDEx: Accessing Network Models and Streamlining Network Biology Workflows.,Rudolf T Pillich;Jing Chen;Christopher Churas;Sophie Liu;Keiichiro Ono;David Otasek;Dexter Pratt,2021-09-01,56,3.19,U24CA269436,2023-04-15T00:00:00,591
U54CA285116,34817549,Mammographic Density Laws and Inclusion-Time for Change.,Katherine Y Tossas;Robert A Winn;Victoria L Seewaldt,2022-01-01,1,0.19,U54CA285116,2023-09-22T00:00:00,629
U54CA285116,34885139,Epigenetic Dysregulation of <i>KCNK9</i> Imprinting and Triple-Negative Breast Cancer.,David A Skaar;Eric C Dietze;Jackelyn A Alva-Ornelas;David Ann;Dustin E Schones;Terry Hyslop;Christopher Sistrunk;Carola Zalles;Adrian Ambrose;Kendall Kennedy;Ombeni Idassi;Gustavo Miranda Carboni;Michael N Gould;Randy L Jirtle;Victoria L Seewaldt,2021-11-30,11,1.5,U54CA285116,2023-09-22T00:00:00,661
U54CA285116,35187501,Evidence for accelerated aging in mammary epithelia of women carrying germline <i>BRCA1</i> or <i>BRCA2</i> mutations.,Sundus F Shalabi;Masaru Miyano;Rosalyn W Sayaman;Jennifer C Lopez;Tiina A Jokela;Michael E Todhunter;Stefan Hinz;James C Garbe;Martha R Stampfer;Kai Kessenbrock;Victoria E Seewaldt;Mark A LaBarge,2021-09-14,22,1.79,U54CA285116,2023-09-22T00:00:00,738
U54CA285116,35509276,"Impact of Federal, State, and Local Housing Policies on Disparities in Cardiovascular Disease in Black/African American Men and Women: From Policy to Pathways to Biology.",Christopher Sistrunk;Nora Tolbert;Maria Dulfary Sanchez-Pino;Loretta Erhunmwunsee;Nikita Wright;Veronica Jones;Terry Hyslop;Gustavo Miranda-Carboni;Eric C Dietze;Ernest Martinez;Sophia George;Augusto C Ochoa;Robert A Winn;Victoria L Seewaldt,2022-04-18,23,1.62,U54CA285116,2023-09-22T00:00:00,522
R33CA287135,35588529,Ultrasensitive Single Extracellular Vesicle Detection Using High Throughput Droplet Digital Enzyme-Linked Immunosorbent Assay.,Zijian Yang;Yasemin Atiyas;Hanfei Shen;Michael J Siedlik;Jingyu Wu;Kryshawna Beard;Gennadiy Fonar;Jean Pierre Dolle;Douglas H Smith;James H Eberwine;David F Meaney;David A Issadore,2022-05-19,10,1.56,R33CA287135,2024-03-07T00:00:00,658
R33CA287135,35674283,Advancing microfluidic diagnostic chips into clinical use: a review of current challenges and opportunities.,Vasant Iyer;Zijian Yang;Jina Ko;Ralph Weissleder;David Issadore,2022-08-23,36,4.66,R33CA287135,2024-03-07T00:00:00,562
P50CA272213,35878713,MR-Guided Radiation Therapy With Concurrent Gemcitabine/Nab-Paclitaxel Chemotherapy in Inoperable Pancreatic Cancer: A TITE-CRM Phase I Trial.,Hyun Kim;Jeffrey R Olsen;Olga L Green;Re-I Chin;William G Hawkins;Ryan C Fields;Chet Hammill;Majella B Doyle;William Chapman;Rama Suresh;Benjamin Tan;Katrina Pedersen;Brandi Jansen;Todd A DeWees;Esther Lu;Lauren E Henke;Shahed Badiyan;Parag J Parikh;Michael C Roach;Andrea Wang-Gillam;Kian-Huat Lim,2022-07-22,24,1.59,P50CA272213,2023-08-28T00:00:00,402
