coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,project_id,project_start_date,day_diff
U24CA264027,32396860,Comprehensive Analysis of Genetic Ancestry and Its Molecular Correlates in Cancer.,Jian Carrot-Zhang;Nyasha Chambwe;Jeffrey S Damrauer;Theo A Knijnenburg;A Gordon Robertson;Christina Yau;Wanding Zhou;Ashton C Berger;Kuan-Lin Huang;Justin Y Newberg;R Jay Mashl;Alessandro Romanel;Rosalyn W Sayaman;Francesca Demichelis;Ina Felau;Garrett M Frampton;Seunghun Han;Katherine A Hoadley;Anab Kemal;Peter W Laird;Alexander J Lazar;Xiuning Le;Ninad Oak;Hui Shen;Christopher K Wong;Jean C Zenklusen;Elad Ziv;Cancer Genome Atlas Analysis Network;Andrew D Cherniack;Rameen Beroukhim,2020-05-11,22,1.75,U24CA264027,2021-09-22T12:09:00Z,499
U54CA285116,33001587,Spatiotemporal strategies to identify aggressive biology in precancerous breast biopsies.,David E Frankhauser;Tijana Jovanovic-Talisman;Lily Lai;Lisa D Yee;Lihong V Wang;Ashish Mahabal;Joseph Geradts;Russell C Rockne;Jerneja Tomsic;Veronica Jones;Christopher Sistrunk;Gustavo Miranda-Carboni;Eric C Dietze;Loretta Erhunmwunsee;Terry Hyslop;Victoria L Seewaldt,2020-10-01,0,0.0,U54CA285116,2023-09-22T12:09:00Z,1086
U24CA270823,33024965,SARS-CoV-2 infected cells present HLA-I peptides from canonical and out-of-frame ORFs.,Shira Weingarten-Gabbay;Susan Klaeger;Siranush Sarkizova;Leah R Pearlman;Da-Yuan Chen;Matthew R Bauer;Hannah B Taylor;Hasahn L Conway;Christopher H Tomkins-Tinch;Yaara Finkel;Aharon Nachshon;Matteo Gentili;Keith D Rivera;Derin B Keskin;Charles M Rice;Karl R Clauser;Nir Hacohen;Steven A Carr;Jennifer G Abelin;Mohsan Saeed;Pardis C Sabeti,2020-10-26,38,3.04,U24CA270823,2022-06-15T12:06:00Z,597
U54CA285116,33312342,"Mammographic density: intersection of advocacy, science, and clinical practice.",Katherine Tossas-Milligan;Sundus Shalabi;Veronica Jones;Patricia J Keely;Matthew W Conklin;Kevin W Eliceiri;Robert Winn;Christopher Sistrunk;Joseph Geradts;Gustavo Miranda-Carboni;Eric C Dietze;Lisa D Yee;Victoria L Seewaldt,2019-07-24,14,1.88,U54CA285116,2023-09-22T12:09:00Z,1521
U01CA274298,33860525,Efficient detection and classification of epigenomic changes under multiple conditions.,Pedro L Baldoni;Naim U Rashid;Joseph G Ibrahim,2021-05-03,11,1.41,U01CA274298,2022-09-01T12:09:00Z,486
U54CA285116,34149989,Breast Self-Examination - the case for a second look.,Eric Dietze;Veronica Jones;Victoria Seewaldt,2020-02-26,52,3.86,U54CA285116,2023-09-22T12:09:00Z,1304
U54CA285116,34427914,The perils of generalization: Rethinking breast cancer screening guidelines for young women of color.,Victoria L Seewaldt;Leslie Bernstein,2021-08-24,19,1.48,U54CA285116,2023-09-22T12:09:00Z,759
U01CA227550,34541587,Computational Horizons In Cancer (CHIC): Developing Meta- and Hyper-Multiscale Models and Repositories for <i>In Silico</i> Oncology - a Brief Technical Outline of the Project.,G Stamatakos;Dimitra Dionysiou;Fay Misichroni;Norbert Graf;Stefaan van Gool;Rainar Bohle;Feng Dong;Marco Viceconti;Kostas Marias;Vangelis Sakkalis;Nikolaus Forgo;Ravi Radhakrishnan;Helen Byrne;Caterina Guiot;Philippe Buechler;Elias Neri;Anca Bucur;Bernard de Bono;Debora Testi;Manolis Tsiknakis,2014-11-01,31,3.32,U01CA227550,2018-06-01T12:06:00Z,1308
U24CA269436,34570431,NDEx: Accessing Network Models and Streamlining Network Biology Workflows.,Rudolf T Pillich;Jing Chen;Christopher Churas;Sophie Liu;Keiichiro Ono;David Otasek;Dexter Pratt,2021-09-01,15,0.88,U24CA269436,2023-04-15T12:04:00Z,591
U54CA285116,34817549,Mammographic Density Laws and Inclusion-Time for Change.,Katherine Y Tossas;Robert A Winn;Victoria L Seewaldt,2022-01-01,6,0.81,U54CA285116,2023-09-22T12:09:00Z,629
U54CA285116,34885139,Epigenetic Dysregulation of <i>KCNK9</i> Imprinting and Triple-Negative Breast Cancer.,David A Skaar;Eric C Dietze;Jackelyn A Alva-Ornelas;David Ann;Dustin E Schones;Terry Hyslop;Christopher Sistrunk;Carola Zalles;Adrian Ambrose;Kendall Kennedy;Ombeni Idassi;Gustavo Miranda Carboni;Michael N Gould;Randy L Jirtle;Victoria L Seewaldt,2021-11-30,5,0.77,U54CA285116,2023-09-22T12:09:00Z,661
U54CA285116,35187501,Evidence for accelerated aging in mammary epithelia of women carrying germline <i>BRCA1</i> or <i>BRCA2</i> mutations.,Sundus F Shalabi;Masaru Miyano;Rosalyn W Sayaman;Jennifer C Lopez;Tiina A Jokela;Michael E Todhunter;Stefan Hinz;James C Garbe;Martha R Stampfer;Kai Kessenbrock;Victoria E Seewaldt;Mark A LaBarge,2021-09-14,6,1.19,U54CA285116,2023-09-22T12:09:00Z,738
U54CA285116,35509276,"Impact of Federal, State, and Local Housing Policies on Disparities in Cardiovascular Disease in Black/African American Men and Women: From Policy to Pathways to Biology.",Christopher Sistrunk;Nora Tolbert;Maria Dulfary Sanchez-Pino;Loretta Erhunmwunsee;Nikita Wright;Veronica Jones;Terry Hyslop;Gustavo Miranda-Carboni;Eric C Dietze;Ernest Martinez;Sophia George;Augusto C Ochoa;Robert A Winn;Victoria L Seewaldt,2022-04-18,6,0.86,U54CA285116,2023-09-22T12:09:00Z,522
P50CA272213,35878713,MR-Guided Radiation Therapy With Concurrent Gemcitabine/Nab-Paclitaxel Chemotherapy in Inoperable Pancreatic Cancer: A TITE-CRM Phase I Trial.,Hyun Kim;Jeffrey R Olsen;Olga L Green;Re-I Chin;William G Hawkins;Ryan C Fields;Chet Hammill;Majella B Doyle;William Chapman;Rama Suresh;Benjamin Tan;Katrina Pedersen;Brandi Jansen;Todd A DeWees;Esther Lu;Lauren E Henke;Shahed Badiyan;Parag J Parikh;Michael C Roach;Andrea Wang-Gillam;Kian-Huat Lim,2022-07-22,5,0.87,P50CA272213,2023-08-28T12:08:00Z,402
