type	resource_uuid	resource_source_id	resource_title	resource_short_description	resource_source_url	resource_tool_type	resource_tool_subtype	resource_research_area	resource_research_type	resource_access	resource_doc	resource_poc_email	resource_poc_name	resource_full_description
resource	37d960b1-c37f-5b7a-9268-afd1868200a0	r4r_0245	RAS Pathway Gene Set	This set of plasmids encodes 180 <em>RAS</em> pathway genes, for expression of native or N-terminal or C-terminal fusion proteins.	https://www.cancer.gov/research/key-initiatives/ras/outreach/reference-reagents#1	Lab Tools	Reagents;Vectors	Cancer Biology	Basic	Requires Payment		dom.esposito@nih.gov	Dominic Esposito	A community conversation resulted in a consensus <em>RAS</em> pathway comprising 180 genes. Plasmids contain the isoform of each gene that is most prevalent across 30 human cancers in a Gateway-compatible vector in both stop and no-stop versions. Plasmids may be purchased from Addgene singly or as a set (N=360).
resource	6cef7efd-8842-5b09-88ab-14b4a2d38841	r4r_0246	Vizome	Vizome is a data browser used to access molecular characterization and drug response studies of clinically annotated adult acute myeloid leukemia cases.	http://www.vizome.org/aml/	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization;Genomic Analysis;Genomic Datasets	Cancer Biology;Cancer Omics;Cancer Treatment	Translational	Open Access	Center for Cancer Genomics (CCG)	tynerj@ohsu.edu	Jeffrey Tyner	Beat AML study is a groundbreaking collaborative clinical study integrating genomics with data on acute myeloid leukemia (AML) patient sample sensitivity to a panel of novel targeted therapies. Vizome's Beat AML data viewer allows easy access to clinical, genomic, transcriptomic, and functional analyses of AML samples. This tool could be used to predict novel treatment options.
resource	2df1c1ef-5ea9-5ccb-ab79-f20031273eed	r4r_0247	Wild-Type and Mutant RAS Genes	Wild-type and mutant forms of the <em>HRAS</em>, <em>NRAS</em>, <em>KRAS 4a</em>, and <em>KRAS 4b</em> genes are available through the NCI RAS Initiative.	https://www.cancer.gov/research/key-initiatives/ras/outreach/reference-reagents#3	Lab Tools	Vectors	Cancer Biology	Basic	Requires Payment		dom.esposito@nih.gov	Dominic Esposito	Wild-type and mutant forms of the <em>HRAS</em>, <em>NRAS</em>, <em>KRAS 4a</em>, and <em>KRAS 4b</em> genes are available through the NCI RAS Initiative. All clones are fully sequenced and have the same context to enable optimal correlation of phenotype with genotype. Clones may be ordered individually or as a kit (N=60).
resource	231d008c-c9b7-5461-814e-bd5fce9814d2	r4r_0248	RAS-Dependent Mouse Cell Lines	The NCI RAS Initiative has developed 11 mouse embryonic fibroblast cell lines that are completely dependent on single ectopic wild-type or mutant RAS genes or a mutant <em>BRAF</em> gene.	https://www.cancer.gov/research/key-initiatives/ras/outreach/reference-reagents/cell-lines	Lab Tools	Cell Lines	Cancer Biology	Basic	Requires Registration		burganwe@mail.nih.gov	William Burgan	The NCI RAS Initiative has developed mouse embryonic fibroblast cell lines without any RAS genes. Their ability to proliferate has been rescued with wild-type <em>HRAS</em>, <em>NRAS</em>, <em>KRAS 4A</em>, or <em>KRAS 4B</em> genes or mutant <em>KRAS 4B</em> G12D, G12C, G12V, G13D, Q61L, or Q61R genes, or a mutant <em>BRAF</em> V600E gene. The parental cell line was the kind gift of Professor Mariano Barbacid.
resource	79d0a917-30b6-5fcc-ac6c-c98d24eb1685	r4r_0249	Reagents for Producing Fully Processed KRAS Protein	Reagents from the NCI RAS Initiative enable expression and purification of wild-type and ten mutant KRAS 4b proteins.	https://www.cancer.gov/research/key-initiatives/ras/outreach/reference-reagents	Lab Tools	Cell Lines;Vectors	Cancer Biology	Basic	Requires Registration		dom.esposito@nih.gov	Dominic Esposito	The reagents from the NCI RAS Initiative comprises engineered baculovirus genomes in the form of bacmids inside E. coli cells and the insect cell line used to express KRAS 4b protein. Baculovirus for wild-type and ten mutant KRAS proteins are available.
resource	f4734ee2-556e-50e6-89a0-b606b1d4b6a3	r4r_0250	Algorithm for the Reconstruction of Accurate Cellular Networks (ARACNe)	ARACNe is an algorithm for inferring direct regulatory relationships between transcriptional regulator proteins and target genes.	https://califano.c2b2.columbia.edu/aracne	Analysis Tools;Datasets and Databases	Genomic Analysis;Genomic Datasets	Bioinformatics;Cancer Biology;Cancer Omics	Basic;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	ac2248@cumc.columbia.edu	Andrea Califano	ARACNe uses microarray expression profiles to reconstruct tissue-specific gene regulatory transcriptional interactions in cellular networks. The method uses mutual information of two random variables to identify genes that are co-expressed, then applies the data processing inequality to filter out interactions that are likely to be indirect. This eliminates the vast majority of false-positive transcriptional interactions typically inferred by pairwise gene-expression correlation analysis. This tool could be used by researchers to determine novel driver genes and drug mechanisms of action.
resource	b28c3e70-55e5-57d0-9cd1-a402ba60198f	r4r_0251	Pediatric Genomic Data Inventory (PGDI)	PGDI is an open-access resource for investigators to more easily locate molecular characterization projects of pediatric cancer cohorts being generated globally.	https://ocg.cancer.gov/programs/target/pgdi/overview	Community Research Tools;Datasets and Databases		Cancer Biology;Cancer Omics;Cancer Treatment	Basic;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	ocg@mail.nih.gov		PGDI is an open-access resource for identifying and locating genomic datasets that can be used to further the understanding of childhood cancers and develop better treatment protocols for sick children. This resource lists ongoing and completed molecular characterization projects of pediatric cancer cohorts from the United States and other countries, along with some basic details and reference metadata.
resource	692d5822-239e-5546-9f4c-de0b9fa46081	r4r_0252	Texomer	A statistical approach that improves molecular characterization of cancer samples by integrating cancer genome and transcriptome sequencing data obtained from patient tissue samples.	https://github.com/KChen-lab/Texomer	Analysis Tools	Genomic Analysis	Bioinformatics;Cancer Biology;Cancer Omics	Basic;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	fwang9@mdanderson.org	Fang Wang	Texomer integrates bulk whole exome and whole transcriptome sequencing data obtained from patient tissue samples and estimates tumor purity, intra-tumor heterogeneity, etc. This tool potentially improves molecular characterization and functional variant prediction of cancer samples.
resource	404b96b3-984d-53c0-a72e-ac2a50768b92	r4r_0253	Similarity Weighted Nonnegative Embedding (SWNE)	A bioinformatic method for visualizing and analyzing high-throughput single-cell gene expression datasets.	https://github.com/yanwu2014/swne	Analysis Tools	Data Visualization;Genomic Analysis	Bioinformatics;Cancer Biology;Cancer Omics	Basic;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	yauwning@gmail.com	Yan Wu	SWNE uses Nonnegative Matrix Factorization (NMF) to decompose datasets into latent biological factors, and embeds these factors, cells, and genes in a two-dimensional visualization. Visualization captures the local and global structure in continuous and discrete high-dimensional single-cell genomics datasets and adds biological context. This method creates an accurate, context-rich map of the datasets and enables biological interpretation of the data.
resource	7288e01f-0630-505a-a6ae-acc6909698c4	r4r_0254	Modular Analysis of Gene Networks In Cancer (MAGNETIC)	A bioinformatic approach that integrates multi-omic cancer patient data with pharmacogenomic data from cell lines. This tool could be used to improve the development of biomarkers of therapeutic responses.	https://github.com/BandyopadhyayLab/MAGNETIC	Analysis Tools	Genomic Analysis	Bioinformatics;Cancer Biology;Cancer Omics;Cancer Treatment	Basic;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	Sourav.Bandyopadhyay@ucsf.edu	Sourav Bandyopadhyay	MAGNETIC integrates data across molecular profiling platforms (e.g., somatic mutations, copy-number alterations, gene methylation, transcriptomes, proteomes, etc.) and performs functional network analysis to identify gene networks (modules) that are preserved in both cancer patients and cell lines. These modules connect tumor genotype to therapy and could be used for biomarker discovery.
resource	f60ba563-1aeb-5a39-977a-bd18ffd3be21	r4r_0255	Human Cancer Models Initiative (HCMI) Searchable Catalog	A searchable catalog of next-generation cancer models and associated clinical and molecular data.	https://hcmi-searchable-catalog.nci.nih.gov/	Datasets and Databases	Clinical Data;Genomic Datasets	Bioinformatics;Cancer Biology;Cancer Omics	Basic;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	ocg@mail.nih.gov	Eva Tonsing-Carter	"<a href=""https://hcmi-searchable-catalog.nci.nih.gov/"">HCMI Searchable Catalog</a> is a continuously updated resource for querying the available next-generation models developed by HCMI. Within the catalog, users can search by patient demographics, tumor, and model elements including age at diagnosis, sex, treatment information, clinical tumor diagnosis, primary site, clinical stage, and type of model (e.g. 3D-organoid, 2D-conditionally reprogrammed cells), etc. The links to model-associated clinical and molecular data stored at the <a href=""https://gdc.cancer.gov"">Genomic Data Commons (GDC)</a> and the 3rd party model distributor are available within each model-specific page."
resource	fdc1564e-5576-574d-bbd1-b1c045dd3a82	r4r_0256	Human Cancer Models Initiative (HCMI) Case Report Forms (CRFs)	Cancer-type specific Enrollment and Follow-up CRFs for uniform clinical data collection	https://ocg.cancer.gov/programs/hcmi/resources	Clinical Research Tools;Community Research Tools;Datasets and Databases	Clinical Data;Guidelines and Protocols;Questionnaire	Cancer Biology;Cancer Omics	Basic;Clinical;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	ocg@mail.nih.gov	Eva Tonsing-Carter	HCMI's cancer type-specific CRFs have been developed through collaborations with international clinical experts and the clinical data elements have been standardized through the Cancer Data Standards Registry and Repository (caDSR). The Enrollment CRF data are collected at the patient index date, which includes initial pathologic diagnosis, sample procurement, or first patient visit. The Follow-up CRF data are collected at least 3 months after enrollment data collection following cancer model establishment. As the tumor types modeled through the HCMI are constantly updated, be sure to check back regularly for additional or updated CRFs.
resource	0553ecb6-b2c0-514c-9cf6-44738fb3b0bd	r4r_0257	Human Cancer Models Initiative (HCMI) Informed Consent Template	Informed Consent Template for tissue accrual for cancer model development	https://ocg.cancer.gov/programs/hcmi/resources	Clinical Research Tools;Community Research Tools;Datasets and Databases	Clinical Data;Consent Forms;Guidelines and Protocols;Questionnaire	Cancer Biology;Cancer Omics	Basic;Clinical;Translational	Open Access	Center for Cancer Genomics (CCG);Office of Cancer Genomics (OCG)	ocg@mail.nih.gov	Eva Tonsing-Carter	This informed consent template serves as a guide for creating informed consent documents for accrual of tissue samples from potential patients/participants for cancer model development, data acquisition, and distribution.
resource	4e627811-2f65-53d6-ad50-d2361a97e4eb	r4r_0258	Activities Completed over Time in 24 hours (ACT24)	Activities Completed over Time in 24 hours (ACT24) is a free, web-based tool for epidemiologic, interventional, behavioral, or clinical research on energy expenditure. ACT24 estimates daily summary values for physical activity and sedentary behavior, including time spent sitting and in different types and intensities of physical activity, based on previous-day recall reporting from participants.	https://dceg.cancer.gov/research/how-we-study/exposure-assessment/physical-activities-completed-over-time-24-hours-act-24	Community Research Tools;Datasets and Databases	Epidemiologic Data;Questionnaire	Cancer Health Disparities;Cancer Prevention;Causes of Cancer	Epidemiologic	Requires Registration	Division of Cancer Control & Population Sciences (DCCPS);Division of Cancer Epidemiology & Genetics (DCEG)	berrigad@mail.nih.gov;matthewsce@mail.nih.gov	Charles Matthews;David Berrigan	Activities Completed over Time in 24 hours (ACT24) is a free, web-based tool to estimate daily summary values for physical activity and sedentary behavior, including time spent sitting and in different types and intensities of physical activity. ACT24 has been validated in studies of middle-aged and older adults and has been used to provide detailed portraits of human time use and energy expenditure at the population level. Researchers can register their projects, generate custom logins for participants to enter data via a secure participant site, and download data. An Application Programming Interface (API) is available to link ACT24 data to study management systems.
resource	ec211085-3fdd-5c79-a284-10ccadd2e2d8	r4r_0259	Youth Compendium of Physical Activities	The Youth Compendium of Physical Activities provides a list of 196 common activities in which youth participate and the estimated energy cost associated with each activity. This tool was developed by the National Collaborative on Childhood Obesity Research (NCCOR), a public-private partnership	https://www.nccor.org/nccor-tools/youthcompendium/	Datasets and Databases;Lab Tools;Networks and Consortiums	Biospecimen;Clinical Data	Cancer Prevention;Cancer Public Health;Causes of Cancer	Basic;Clinical Trials;Epidemiologic	Open Access	Division of Cancer Control & Population Sciences (DCCPS)	berrigad@mail.nih.gov	David Berrigan	The Youth Compendium of Physical Activities, available in English, Spanish and Mandarin Chinese, provides a list of 196 common activities in which youth participate and the estimated energy cost associated with each activity. The tool can be used to summarize energy expenditures from diverse activities reported in physical activity questionnaires, contribute to the design of physical activity interventions via the selection of physiologically comparable programmatic elements, help in the design of fitness programs, and aid in the comparison and evaluation of school- and community-based programs and activities.
resource	56eac70b-3181-595f-81da-3de019217b88	r4r_0260	TP53 Database	The <em>TP53</em> Database allows users to explore TP53 variants, including functional/structural data, somatic variants, germline variants, cell lines, mouse models, and experimentally induced variants.	https://tp53.isb-cgc.org/	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization;Epidemiologic Data;Genomic Datasets	Bioinformatics;Cancer Biology;Cancer Diagnosis;Cancer Omics;Cancer Statistics;Causes of Cancer	Basic;Clinical Trials;Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	kelvin.deandrade@nih.gov;savagesh@mail.nih.gov	Kelvin Cesar de Andrade;Sharon Savage	The <em>TP53</em> database is meant to be a source of information on <em>TP53</em> variants for a broad range of scientists and clinicians who work in different research areas including basic research, pathology, epidemiology, and genetics. The <em>TP53</em> Database compiles various types of data and information from the literature and generalist databases on human <em>TP53</em> gene variations related to cancer. The data available include functional/structural data, somatic variants, germline variants, cell lines, mouse models, and experimentally induced variants.
resource	8d5887eb-6cc4-5838-a1a6-b517b52e3cf0	r4r_0261	GWAS Explorer PLCO Atlas	The GWAS Explorer PLCO Atlas is an interactive data sharing tool that enables researchers to search for, visualize, and download aggregated association results from the PLCO genome-wide association analyses (GWAS).	https://exploregwas.cancer.gov/plco-atlas/#/	Analysis Tools;Datasets and Databases	Data Visualization;Genomic Analysis;Genomic Datasets	Causes of Cancer	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	mitchell.machiela@nih.gov	Mitchell Machiela	The GWAS Explorer PLCO Atlas is as an interactive tool to facilitate data sharing and enables researchers to search for, visualize, and download aggregated association results from the PLCO genome-wide association analyses (GWAS). The Prostate, Lung, Colorectal, Ovarian (PLCO) Cancer Screening Study was a large population-based randomized trial to determine the effects of screening on cancer-related mortality and secondary endpoints in men and women aged 55 to 74. The Atlas includes genotype data of 110,562 PLCO subjects with 200+ phenotypes collected from questionnaires, medical records, cancer registries, and the National Death Index. Descriptive characteristics, annotation of phenotypes, and links to other pertinent genomic resources are available.
resource	f27c7dd1-8117-50fc-a4ef-4865ec980a96	r4r_0262	Childhood Cancer Data Initiative (CCDI) Molecular Targets Platform (MTP)	The CCDI MTP allows researchers to browse and identify associations between molecular targets, diseases, and drugs specific for childhood cancers.	https://moleculartargets.ccdi.cancer.gov	Analysis Tools;Datasets and Databases	Clinical Data;Data Visualization;Genomic Datasets	Cancer Biology;Cancer Omics;Cancer Treatment;Screening and Detection	Basic;Clinical Trials;Translational	Open Access	Center for Biomedical Informatics & Information Technology (CBIIT)	jagus@nih.gov	Subhashini Jagu	The CCDI MTP is a knowledge base that extracts, organizes, annotates, and links to data on childhood cancers. This tool allows researchers to browse and identify associations between molecular targets, diseases, and drugs and can be used for systematic identification and prioritization of the pediatric molecular target list. This tool allows comparisons of childhood datasets with tabular and graphic visualizations of genomic data and facilitates prioritization of targets by reducing the time spent monitoring and organizing scientific and medical literature.
resource	4726c600-b8a5-55df-be90-c41893aea407	r4r_0263	TREAT (TREe-based Association Test)	TREAT is an R package for detecting complex joint effects in case-control studies.	https://dceg.cancer.gov/tools/analysis/treat	Analysis Tools	Genomic Analysis;R Software;Statistical Software	Cancer Omics;Causes of Cancer	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	yuka@mail.nih.gov	Kai Yu	TREAT (version 0.0.5) is an R package for detecting complex joint effects in case-control studies. The test statistic is derived from a tree-structure model by recursive partitioning the data. The ultra-fast algorithm is designed to evaluate the significance of association between candidate gene and disease outcome.
resource	fbc82470-56d4-53df-98a3-c0a4b3f6ad27	r4r_0264	Dose Conversion Coefficients	Calculated dose coefficients for reference pediatric phantoms externally exposed to mono-energetic photon radiation and external neutron dose.	https://dceg.cancer.gov/tools/radiation-dosimetry-tools/dose-coefficients	Analysis Tools;Datasets and Databases	Imaging;Modeling	Cancer Public Health;Cancer Survivorship;Causes of Cancer	Clinical;Epidemiologic	Requires Registration	Division of Cancer Epidemiology & Genetics (DCEG)	leechoonsik@mail.nih.gov	Choonsik Lee	Dose Conversion Coefficients provides calculated photon and neutron radiation dose coefficients for organs and tissues of pediatric phantoms. This tool is part of NCIDose, a collection of medical radiation dosimetry tools developed by radiation physicists from the NCI Division of Cancer Epidemiology and Genetics, Radiation Epidemiology Branch.
resource	602c157c-1903-538e-96da-f493d429bc50	r4r_0265	NCICT - National Cancer Institute Dosimetry System for Computed Tomography	NCICT is an easy-to-use computed tomography (CT) organ dose calculator used to assess and monitor radiation exposures from CT scans.	https://dceg.cancer.gov/tools/radiation-dosimetry-tools/computed-tomography	Analysis Tools;Datasets and Databases	Imaging;Modeling	Cancer Public Health;Cancer Survivorship;Causes of Cancer	Clinical;Epidemiologic	Requires Registration	Division of Cancer Epidemiology & Genetics (DCEG)	leechoonsik@mail.nih.gov	Choonsik Lee	NCICT is an easy-to-use computed tomography (CT) organ dose calculator used to assess and monitor radiation exposures from CT scans. This user-friendly software gives rigorously validated results using state-of-the-art computational human phantoms and simulation of x-rays from a reference CT scanner. This tool is part of NCIDose, a collection of medical radiation dosimetry tools developed by radiation physicists from the NCI Division of Cancer Epidemiology and Genetics, Radiation Epidemiology Branch.
resource	62e0fc87-a454-5417-8eb3-9295ec9e562a	r4r_0266	NCINM - National Cancer Institute dosimetry system for Nuclear Medicine	NCINM provides accurate dosimetry for patients undergoing nuclear medicine procedures, such as positron emission tomography (PET) imaging.	https://dceg.cancer.gov/tools/radiation-dosimetry-tools/nuclear-medicine	Analysis Tools;Datasets and Databases	Imaging;Modeling	Cancer Public Health;Cancer Survivorship;Causes of Cancer	Clinical;Epidemiologic	Requires Registration	Division of Cancer Epidemiology & Genetics (DCEG)	leechoonsik@mail.nih.gov	Choonsik Lee	NCINM provides accurate dosimetry for patients undergoing nuclear medicine procedures, such as positron emission tomography (PET) imaging. This user-friendly software gives rigorously validated results using state-of-the-art computational human phantoms and a comprehensive library of dose conversion coefficients for various radionuclides. This tool is part of NCIDose, a collection of medical radiation dosimetry tools developed by radiation physicists from the NCI Division of Cancer Epidemiology and Genetics, Radiation Epidemiology Branch.
resource	0cc950d0-c300-554c-9216-f16645dc8029	r4r_0267	NCIRF - National Cancer Institute dosimetry system for Radiography and Fluoroscopy	NCIRF provides accurate x-ray dosimetry for patients undergoing radiography or interventional fluoroscopy.	https://dceg.cancer.gov/tools/radiation-dosimetry-tools/radiography-fluoroscopy	Analysis Tools;Datasets and Databases	Imaging;Modeling	Cancer Public Health;Cancer Survivorship;Causes of Cancer	Clinical;Epidemiologic	Requires Registration	Division of Cancer Epidemiology & Genetics (DCEG)	leechoonsik@mail.nih.gov	Choonsik Lee	NCIRF provides accurate x-ray dosimetry for patients undergoing radiography or interventional fluoroscopy. This user-friendly software gives rigorously validated results using state-of-the-art computational human phantoms and on-the-fly Monte Carlo calculations. This tool is part of NCIDose, a collection of medical radiation dosimetry tools developed by radiation physicists from the NCI Division of Cancer Epidemiology and Genetics, Radiation Epidemiology Branch.
resource	4e6a8b3e-fb4b-50f3-8d15-b60c226297a0	r4r_0268	SUITOR - Selecting the Number of Mutational Signatures through Cross-Validation	SUITOR is an unsupervised cross-validation R package to select the optimal number of signatures for mutational signature analysis.	https://dceg.cancer.gov/tools/analysis/suitor	Analysis Tools;Datasets and Databases	Epidemiologic Data;Genomic Analysis;Genomic Datasets;R Software;Statistical Software	Bioinformatics;Cancer Biology;Cancer Omics;Causes of Cancer	Basic;Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	zhub@mail.nih.gov	Bin Zhu	For <em>de novo</em> mutational signature analysis, estimating the correct number of signatures is the crucial starting point since it influences all the downstream steps, including extraction of signature profiles, estimation of signature activities, and classification of tumors based on the estimated activities. SUITOR is an unsupervised cross-validation R package to select the optimal number of signatures for mutational signature analysis. SUITOR was developed by researchers in the NCI Division of Cancer Epidemiology and Genetics, Biostatistics Branch.
resource	cfe7a3ae-ae0c-5969-bd4e-0a9c674f53fd	r4r_0269	Thyroid Cancer Risk Assessment Tool (TCRAT)	TCRAT is an R package used to calculate the absolute risk of developing a second primary thyroid cancer in individuals who were diagnosed with a cancer during their childhood.	https://dceg.cancer.gov/tools/risk-assessment/tcrat	Analysis Tools;Community Research Tools;Datasets and Databases	Clinical Data;Epidemiologic Data;Modeling;R Software;Risk Assessment;Statistical Software	Cancer Survivorship;Causes of Cancer	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	pfeiffer@mail.nih.gov	Ruth Pfeiffer	TCRAT is an R package which implements a risk prediction model developed by NCI researchers to calculate the absolute risk of developing a second primary thyroid cancer in individuals who were diagnosed with a cancer during their childhood. TCRAT was developed by researchers in the NCI Division of Cancer Epidemiology and Genetics, Biostatistics Branch.
resource	34cfc9f7-956a-535a-ab53-cf9e33e31fef	r4r_0270	TREAT (TREe-based Association Test)	TREAT is an R package for detecting complex joint effects in case-control studies of disease etiology.	https://dceg.cancer.gov/tools/analysis/treat	Analysis Tools;Datasets and Databases	Epidemiologic Data;Genomic Analysis;Genomic Datasets;R Software;Statistical Software	Causes of Cancer	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	yuka@mail.nih.gov	Kai Yu	TREAT (version 0.0.5) is an R package for detecting complex joint effects in case-control studies. The test statistic is derived from a tree-structure model by recursive partitioning the data. The ultra-fast algorithm is designed to evaluate the significance of association between candidate gene and disease outcome. TREAT was developed by researchers in the NCI Division of Cancer Epidemiology and Genetics, Biostatistics Branch.
resource	8fe598a7-8c3b-59eb-81cb-ea7f63b5c7f3	r4r_0271	Phantoms - Library of Computational Human Phantoms	Phantoms is a library of state-of-the art three-dimensional computerized representations of the human body which are used to study exposure to medical, occupational, and environmental radiation.	https://dceg.cancer.gov/tools/radiation-dosimetry-tools/phantoms-library	Analysis Tools;Datasets and Databases	Imaging;Modeling	Cancer Survivorship;Causes of Cancer	Basic;Epidemiologic	Requires Registration	Division of Cancer Epidemiology & Genetics (DCEG)	leechoonsik@mail.nih.gov	Choonsik Lee	Phantoms is a library of state-of-the-art, whole-body computational phantoms representing children and adults of different body height and weight. Computational phantoms are three-dimensional computerized representations of the human body which are used to study exposure to medical, occupational, and environmental radiation. Each phantom contains more than 100 carefully delineated organs or tissues. This tool is part of NCIDose, a collection of medical radiation dosimetry tools developed by radiation physicists from the NCI Division of Cancer Epidemiology and Genetics, Radiation Epidemiology Branch.
resource	07afb44a-bce9-5cdd-b580-9a092f6050d5	r4r_0272	Childhood Cancer Data Initiative (CCDI) Childhood Cancer Data Catalog (CCDC)	The CCDI CCDC is an inventory of pediatric oncology data resources, including childhood cancer repositories, registries, knowledgebases, and catalogs that either manage or refer to data.	https://datacatalog.ccdi.cancer.gov	Datasets and Databases	Clinical Data;Epidemiologic Data;Genomic Datasets;Imaging;Patient Registries	Cancer Biology;Cancer Omics;Cancer Treatment;Screening and Detection	Basic;Clinical;Clinical Trials;Epidemiologic;Translational	Open Access	Center for Biomedical Informatics & Information Technology (CBIIT)	jagus@nih.gov	Subhashini Jagu	The CCDI CCDC is an inventory of childhood cancer data resources. The inventory includes a summary description, data content types, and links to access the data summary information on each resource page. The data catalog is intended to help researchers learn about existing pediatric data resources to develop new biomedical hypothesis or analyze the data for clinical or therapeutic efficacy.
resource	c84b2161-512d-5769-929f-3cdd61503d04	r4r_0273	Chernobyl Tissue Bank (CTB)	The CTB is a research tissue bank that was established to collect, document, store, and issue to bona fide researchers, biological samples donated by patients with thyroid tumors who live in the vicinity of the site of the Chernobyl Nuclear Power Plant.	https://www.chernobyltissuebank.com	Datasets and Databases;Lab Tools	Biospecimen;Clinical Data;Epidemiologic Data;Genomic Datasets	Cancer Biology;Cancer Omics;Cancer Prevention;Cancer Public Health;Causes of Cancer	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	vibja.vij@nih.gov	Vibha Vij	The CTB is a unique international cooperation that seeks to establish a collection of biological samples from tumors and normal tissues from patients with a known exposure to radioiodine in childhood.<br>The project started in October 1998.
resource	e28c4b79-24ce-5b9b-ab63-9378944eb642	r4r_0274	Thyroid Cancer Risk Assessment Tool (TCRAT)	TCRAT is an R package used to calculate the absolute risk of developing a second primary thyroid cancer in individuals who were diagnosed with a cancer during their childhood.	https://dceg.cancer.gov/tools/risk-assessment/tcrat	Analysis Tools	Modeling;R Software;Statistical Software	Cancer Survivorship	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	pfeiffer@mail.nih.gov	Ruth Pfeiffer	TCRAT is an R package which implements a risk prediction model developed by NCI researchers to calculate the absolute risk of developing a second primary thyroid cancer in individuals who were diagnosed with a cancer during their childhood.
resource	9d03959d-95cb-5b87-b40f-bdd0c7b6ea73	r4r_0275	Mortality Tracker	Mortality Tracker is a tool to monitor weekly US trends in overall and cause-specific mortality since the onset of the COVID-19 pandemic.	https://episphere.github.io/mortalitytracker/#cause=allcause&state=All%20States	Analysis Tools;Datasets and Databases	Data Visualization;Epidemiologic Data;Modeling	Bioinformatics	Epidemiologic	Open Access	Division of Cancer Epidemiology & Genetics (DCEG)	jonas.dealmeida@nih.gov	Jonas Almeida	DCEG investigators developed the COVID-19 Mortality Tracker to utilize data visualization techniques to monitor weekly U.S. trends in overall and cause-specific mortality since the onset of the pandemic.<br>The tools displays provisional vital statistics data from the National Center for Vital Statistics at the Centers for Disease Control and Prevention (CDC) to reveal patterns and generate potential research questions.
resource	435217d3-4aa2-5346-a487-c5ce32779481	r4r_0276	Data Science Training Hub	The data science training hub offers online educational courses to improve data science skills, a library of guides and videos, and information on cancer data science initiatives at NCI.	https://datascience.cancer.gov/training	Training Resources		Bioinformatics;Cancer Statistics		Open Access	Center for Biomedical Informatics & Information Technology (CBIIT)	buckmash@mail.nih.gov	Shea Buckman Manley	The data science training hub functions as a one-stop shop for trainees and cancer researchers looking to enhance their knowledge and understanding of data science in cancer research. Through this hub, trainees and researchers have access to tools and resources to learn about NCI data science initiatives, the value of data science, and the basics of the six stages of the data science lifecycle (data generation and collection, data cleaning, data exploration and analysis, predictive modeling, data visualization, and data sharing). The Training Guide Library offers in-depth beginner and advanced guides and videos for each section of the data science lifecycle. In addition, trainees and researchers have access to an on-demand Cancer Data Science Course, a curated educational course that explains the basic skills needed to thrive in cancer data science.
