type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms
dataset	e5425c35-a3b5-4e73-b2ed-8beddc5c8258	dbGaP	APOLLO-OV: Applied Proteogenomics of High Grade Serous Ovarian Carcinoma	<p>APOLLO is a proteogenomic study seeking to describe the major genome, transcriptome, proteome and phosphoproteome alterations, subtypes, and molecular predictors of patient outcomes. This study includes 70 high grade serous ovarian carcinoma tissues from the Gynecologic Cancer Center of Excellence (https://medschool.usuhs.edu/gso/research/gyn-cancer-center-of-excellence). Bulk and laser microdissection enriched tumor tissues were profiled by whole genome sequencing, transcriptome sequencing, MS-based proteomics and reverse phase protein arrays. Clinical and sample data include survival times, patient features, and tumor characteristics.</p><p> </p>	phs003488	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003488	George L. Maxwell, MD	Sean Hanlon	Center for Strategic Scientific Initiatives (CSSI)	38480868	HU0001-16-2-0006, HU0001-19-2-0031, HU0001-20-2-0033,HU0001-21-2-0027, HU0001-18-2-0032	8/9/2024	GRU		Tumor	Ovarian Neoplasms	70.0	70.0	https://www.nature.com/articles/s41698-024-00519-8			Neoplasm of Ovary;Neoplasm of the Ovary;Neoplasm of the ovaries;Neoplasm, Ovarian;Neoplasm, Ovary;Neoplasms, Ovarian
dataset	7f3cb066-cf5b-45e2-bec7-d8178db13b17	dbGaP	Genetic Analysis of Skin Cells	<p>Cutaneous squamous cell carcinoma (cSCC) is a form of skin cancer originating from keratinocytes in the skin. They have high mutation burdens, primarily driven by UV-radiation-induced DNA damage. The order in which mutations undergo selection during the evolution of cSCC is not known. A subset of cSCCs grow out of benign neoplasms called actinic keratoses. To better understand the evolution of cSCC, we identified cases of cSCCs adjacent to actinic keratoses. From these cases, we separately microdissected the surrounding normal skin, the actinic keratosis, and the cSCC, and we performed targeted DNA-sequencing on the tissue from each area. We reconstructed tumor phylogenies and performed spatial transcriptomics on the 10X FFPE Visium platform on a subset of cases. Collectively, these studies revealed the mutational and gene expression changes that arise during the evolution of cSCC.</p>	phs003282	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003282	A. Hunter Shain			38037084		8/9/2024	GRU	RNA-Seq;Targeted-Capture	Aggregate Genomic Data;Copy Number Variation (CNV);Exome Sequencing;Methods Development;Transcriptome Analysis;Transcriptome Sequencing;Tumor vs. Matched-Normal	Cutaneous Squamous Cell Carcinoma	16.0	54.0	https://github.com/limin321/stmut		Sequence Analysis, RNA	Not Provided
dataset	5b14cd11-9bfa-475c-a8b7-735839ee826e	dbGaP	Transfer Learning Associates CAFs with EMT and Inflammation in Tumor Cells in Human Tumors and Organoid Co-Culture in Pancreatic Ductal Adenocarcinoma	<p style='text-align: justify; '>This study examined the transcriptional changes induced by cancer associated fibroblasts (CAFs) in pancreatic ductal adenocarcinoma patient-derived tumor organoids. We hypothesized that cancer associated fibroblasts impacted tumor cell transcription to promote tumorigenic behavior. Using patient-matched cells from 3 patients, we compared the transcriptional profiles of patient-derived organoids in monoculture to patient-derived organoids co-cultured with CAFs. Similarly, we looked at the transcriptional changes in matched patient-derived cancer associated fibroblasts grown in monoculture or co-cultured with patient-derived organoids. With a focus on intercellular crosstalk, we identified crosstalk between cancer associated fibroblasts and patient-derived organoids through <a href='https://www.ncbi.nlm.nih.gov/gene/7422' target='_blank'>VEGFA</a> and <a href='https://www.ncbi.nlm.nih.gov/gene/8829' target='_blank'>NRP1</a>. This was identified by bulk RNA sequencing and examined dynamically in organoid-CAF co-culture. This dbGaP deposit is the bulk RNA sequencing data for these 3 patients. </p>	phs003563	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003563	Elana J. Fertig;Jacquelyn W. Zimmerman;Richard A. Burkhart;Elizabeth M. Jaffee	Tamara Walton	Division of Cancer Treatment and Diagnosis (DCTD)	38587552	P01CA247886	8/8/2024	HMB-IRB-NPU	RNA-Seq	Cohort	Pancreatic Neoplasms	3.0	12.0		VEGFA;ITGB1	Epithelial-Mesenchymal Transition;Inflammation	Inflammation;Inflammatory Response, Innate;Innate Inflammatory Response;Innate Inflammatory Responses;Cancer of the pancreas;Neoplasia of the pancreas
dataset	cebecf1a-2dbd-4fd2-8652-f6770d884121	dbGaP	Phase II Study of Cryoablation and Post-Progression Immune Checkpoint Inhibition in Metastatic Melanoma	<p style='text-align: justify;'>Percutaneous cryoablation guided by imaging is a well-established, minimally invasive treatment for oncological conditions. We posited that cryoablation could alter the immune microenvironment by directly influencing the tumor, potentially eliciting an anti-tumor response in cases resistant to immune checkpoint inhibition (ICI). In this non-randomized phase II single-center study (<a href='https://www.clinicaltrials.gov/study/NCT03290677' target='_blank'>NCT03290677</a>), individuals with unresectable melanoma experiencing progression on ICI underwent cryoablation in a single progressing metastasis, while ICI was continued for at least two additional cycles. The main objectives were to assess safety and feasibility and to evaluate tumor response in non-ablated lesions. Between May 2018 and July 2020, 17 patients participated in the study. The treatment regimen proved safe, revealing an objective response rate of 23.5% and a disease control rate of 41% (comprising 4 partial responses and 3 stable diseases). </p><p style='text-align: justify;'> </p><p style='text-align: justify;'>In our investigation into the factors influencing response to cryoablation therapy in ICI-resistant melanoma, we conducted single-cell RNA sequencing (scRNA-seq) using both 10x Genomics and Smart-seq2 technologies on biopsies from metastatic sites of 15 patients. We collected pre-treatment samples from all patients and post-treatment samples from 5 patients, totaling 20 samples. After quality control, excluding cells specific to anatomical sites or rare cell types (e.g., alveolar type II, neurons), and batch correction, we analyzed 49,071 single cells spanning melanocyte, endothelial, stromal, T, myeloid, and B/plasma cell lineages. </p><p style='text-align: justify;'> </p><p style='text-align: justify;'>Differential gene expression (DGE) analysis between myeloid cells identified the genes <i><a href='https://www.ncbi.nlm.nih.gov/gene/4082' target='_blank'>MARCKS</a></i> and <i><a href='https://www.ncbi.nlm.nih.gov/gene/3586' target='_blank'>IL10</a></i>, two genes involved in anti-inflammatory responses that can inhibit macrophages activation to be associated with failed response. Moreover, DGE analysis of T cells identified the gene <i><a href='https://www.ncbi.nlm.nih.gov/gene/7294' target='_blank'>TXK</a></i>, which acts as a Th1 transcription factor, and the gene <i><a href='https://www.ncbi.nlm.nih.gov/gene/1240' target='_blank'>CMKLR1</a></i> (chemerin-like-receptor-1), which triggers migration of CD8 T-cells to be upregulated in patients who benefited from cryoablation treatment. In contrast, <i><a href='https://www.ncbi.nlm.nih.gov/gene/10797' target='_blank'>MTHFD2</a></i> and <i><a href='https://www.ncbi.nlm.nih.gov/gene/8836' target='_blank'>GGH</a></i>, two genes involved in one-carbon metabolism and the folate cycle, were upregulated in T cells from patients who did not respond to therapy. Our analysis revealed a significant increase in B/plasma cells in patients who responded positively to the therapy combination, along with an enrichment of oxidative phosphorylation in T cells among non-responsive patients with progressive disease. These findings advocate for further investigation into this innovative and synergistic therapeutic approach. </p><p style='text-align: justify;'> </p><p> </p>	phs003579	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003579	Nir Hacohen, PhD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	32151777;31899108;31608067;30657859;30388456;25891173;20656228	U54CA224068	8/5/2024	DS-MSC-MDS	RNA-Seq	Case Set;Clinical Trial;Cohort;RNA Sequencing;Single Cell Analysis	Melanoma	15.0	20.0		CMKLR1;GGH;IL10;MARCKS;MTHFD2;TXK	Immunotherapy;Cryosurgery	Cancer of skin pigment cells;MM - malignant melanoma;Malignant Melanoma;Malignant Melanomas;Melanoma, Malignant;Melanomas
dataset	176d8b21-1136-42e5-bf00-a3abc1d28601	dbGaP	Multi-Omic Profiling of Glioma Patient Tumors and Patient-Derived Model Systems	<p>We have created a resource of transcriptomic (RNAseq), genomic (whole-exome seq), and lipidomic (untargeted shotgun) profiling data from over 175 molecularly diverse glioma tumors and derivative models in orthotopic mouse xenografts and gliomasphere cultures from over 110 unique patient tumor lines. Provided in this dataset are matched bulk RNA and whole-exome paired-end sequencing data from resected gliomas and derived model systems performed on Illumina HiSeq and NovaSeq sequencing instruments. This comprehensive dataset powers multiple studies aiming to derive molecular signatures of intertumoral heterogeneity and perturbation responses in glioma. </p><p>Through integrative multi-omic analyses in Minami, et al., 2023, <a href='https://pubmed.ncbi.nlm.nih.gov/37236196/' target='_blank'>PMID: 37236196</a>, we identified that <a href='https://www.ncbi.nlm.nih.gov/gene/1029' target='_blank'>CDKN2A</a> deletion remodels the GBM lipidome and consequently primes CDKN2A-deleted tumors for ferroptosis. </p><p>Lipidomics data related to this study are publicly available <a href='https://data.mendeley.com/datasets/kjtdgk3f25/4' target='_blank'>here</a>. </p><p>In another study, we used a combination of molecular profiling and functional profiling of apoptotic potential to stratify patients into groups with differential vulnerability to the current standard-of-care in gliomas, and in combination with drugs targeting intrinsic apoptosis, largely informed but not limited to <a href='https://www.ncbi.nlm.nih.gov/gene/7157' target='_blank'>TP53</a> mutation status.</p>	phs003286	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003286	David A. Nathanson, PhD	Ian Fingerman	Division of Cancer Biology (DCB)	37236196		8/5/2024	GRU-NPU	RNA-Seq;Seq_RNA_Expression;Seq_DNA_CNV_Segments;WXS	Exome Sequencing;Transcriptome Sequencing;Tumor vs. Matched-Normal;Xenograft	Glioblastoma	119.0	461.0		CDKN2A;TP53	Ferroptosis;Lipidomics;Apoptosis;Glioma	Astrocytoma, Grade IV;Astrocytomas, Grade IV;GBM;GBM (glioblastoma);Giant cell glioblastoma (histologic variant);Glioblastoma multiforme
dataset	4b0d250a-8907-496e-aa6d-c26ae04b1778	dbGaP	EWS-WT1 Fusion Isoforms Establish Oncogenic Programs and Therapeutic Vulnerabilities in Desmoplastic Small Round Cell Tumors	<p>Desmoplastic Small Round Cell Tumor (DSRCT) is an aggressive mesenchymal tumor driven by fusions between the disordered domain of the Ewing sarcoma RNA binding protein 1 (<a href='https://www.ncbi.nlm.nih.gov/gene/2130' target='_blank'>EWSR1</a>) and the developmental transcription factor Wilms tumor 1 (<a href='https://www.ncbi.nlm.nih.gov/gene/7490' target='_blank'>WT1</a>). We used genome-wide chromatin profiling to identify EWSR1-WT1-dependent gene regulatory networks and target genes. Our studies show that EWS-WT1 is a powerful activator of distal regulatory elements and controls an oncogenic gene expression program that characterizes primary DSRCTs. ChIP-seq profiles for histone marks in primary DSRCT samples are available through dbGaP.</p>	phs003682	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003682	Miguel Rivera	Freddie Pruitt	Center for Cancer Genomics (CCG)			7/31/2024	HMB	ChIP-Seq	Case Set	Sarcoma	2.0	12.0			Neoplasms;Epigenomics	Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies
dataset	ab4707f7-1e88-4be7-b6f7-9e5c651467a2	dbGaP	Single-Cell RNA-Sequencing of Human Prostatectomy Tissue	<p>The tissue microenvironment in prostate cancer is profoundly altered. How prostate cancer cells and their precursors mediate those changes is unclear, in part due to the inability to longitudinally study the disease evolution in human tissues. To overcome this limitation, we performed extensive single-cell RNA-sequencing (scRNA-seq) to assess the transcriptional profiles of the tissue microenvironment in prostate tissues from prostatectomies from men diagnosed with prostate cancer. For each subject, benign-enriched and tumor-enriched tissues were collected from the peripheral zone of the prostate. Our studies of human tissues revealed that cancer cell-intrinsic activation of <a href='https://www.ncbi.nlm.nih.gov/gene/4609' target='_blank'>MYC</a> signaling was the top up-regulated pathway in human cancers, representing a common denominator across the well-known molecular and pathological heterogeneity of human prostate cancer. Numerous non-malignant cell states in the tumor microenvironment (TME), including non-cancerous epithelial, immune, and fibroblast cell compartments, were conserved across individuals, suggesting that these cell types may be a sequelae of the convergent MYC activation in the cancer cells. </p>	phs003480	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003480	Srinivasan Yegnasubramanian	Freddie Pruitt	Center for Cancer Genomics (CCG)	37905029		7/30/2024	HMB-IRB-NPU	RNA-Seq	Single Cell Analysis	Prostatic Neoplasms	7.0	12.0	https://www.biorxiv.org/content/10.1101/2023.09.07.553268v2	MYC	Tumor Microenvironment	NGP - New growth of prostate;Neoplasm of Prostate;Neoplasm of the Prostate;Neoplasm, Prostate;Neoplasm, Prostatic;Neoplasms, Prostate
dataset	c62d3c5a-2d0b-4c1b-967a-1b95a427590e	dbGaP	CPTAC Proteogenomic Study	<p>Recently, significant progress has been made in characterizing and sequencing the genomic alterations in statistically robust numbers of samples from several types of cancer. For example, <a href='https://www.genome.gov/Funded-Programs-Projects/Cancer-Genome-Atlas' target='_blank'>The Cancer Genome Atlas (TCGA)</a>, <a href='https://docs.icgc-argo.org/docs/data-access/icgc-25k-data' target='_blank'>International Cancer Genome Consortium (ICGC)</a> and other similar efforts are identifying genomic alterations associated with specific cancers (e.g., copy number aberrations, rearrangements, point mutations, epigenomic changes, etc.) The availability of these multi-dimensional data to the scientific community sets the stage for the development of new molecularly targeted cancer interventions. Understanding the comprehensive functional changes in cancer proteomes arising from genomic alterations and other factors is the next logical step in the development of high-value candidate protein biomarkers. Hence, proteomics can greatly advance the understanding of molecular mechanisms of disease pathology via the analysis of changes in protein expression, their modifications and variations, as well as protein=protein interaction, signaling pathways and networks responsible for cellular functions such as apoptosis and oncogenesis. Realizing this great potential, the NCI launched the third phase of the CPTC initiative in September 2016. As the Clinical Proteomic Tumor Analysis Consortium, CPTAC continues to define cancer proteomes on genomically-characterized biospecimens. The purpose of this integrative approach was to provide the broad scientific community with knowledge that links genotype to proteotype and ultimately phenotype. In this third phase of CPTAC, the program aims to expand on CPTAC II and genomically and proteomically characterize over 2000 samples from 10 cancer types (Lung Adenocarcinoma, Pancreatic Ductal Adenocarcinoma, Glioblastoma Multiforme, Acute Myeloid Leukemia, Clear cell renal Carcinoma, Head and Neck Squamous Cell Carcinoma, Cutaneous Melanoma, Sarcoma, Lung Squamous Cell Carcinoma, Uterine Corpus Endometrial Carcinoma) .Germline DNA is obtained from blood and Normal control samples for proteomics varied by organ site. All cancer samples were derived from primary and untreated tumor.</p>	phs001287	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001287		Sean Hanlon	Center for Strategic Scientific Initiatives (CSSI)			7/26/2024	GRU		Case Set	Neoplasms	7117.0	7117.0	https://proteomics.cancer.gov;https://gdc.cancer.gov/about-gdc/contributed-genomic-data-cancer-research/clinical-proteomic-tumor-analysis-consortium-cptac		Adenocarcinoma of Lung;Pancreatic Neoplasms;Glioblastoma;Leukemia, Myeloid, Acute;Carcinoma, Renal Cell;Carcinoma, squamous cell of head and neck;Melanoma;Sarcoma;Lung Neoplasms;Uterine Neoplasms	Lung Neoplasms;Sarcoma;Uterine Neoplasms;ADENOCARCINOMA OF LUNG;Adenocarcinoma of lung, somatic;Adenocarcinoma of the Lung
dataset	7043024f-fe09-4f98-963d-cad7424e896d	dbGaP	Early Detection of Malignant and Pre-Malignant Peripheral Nerve Tumors Using Cell-Free DNA Fragmentomics	<p>Early detection of neurofibromatosis type 1 (NF1) associated peripheral nerve sheath tumors (PNST) informs clinical decision-making, potentially averting deadly outcomes. Here, we describe a cell-free DNA (cfDNA) fragmentomic approach which distinguishes non-malignant, pre-malignant and malignant forms of NF1 PNST. Using plasma samples from a novel cohort of 101 NF1 patients and 21 healthy controls, we validated that our previous cfDNA copy number alteration (CNA)-based approach identifies malignant peripheral nerve sheath tumor (MPNST) but cannot distinguish among benign and premalignant states. We therefore investigated the ability of fragment-based cfDNA features to differentiate NF1-associated tumors including binned genome-wide fragment length ratios, end motif analysis, and non-negative matrix factorization deconvolution of fragment lengths. Fragmentomic methods were able to differentiate pre-malignant states including atypical neurofibromas (AN). Fragmentomics also adjudicated AN cases suspicious for MPNST, correctly diagnosing samples noninvasively, which could have informed clinical management. Overall, this study pioneers the early detection of malignant and premalignant peripheral nerve sheath tumors in NF1 patients using plasma cfDNA fragmentomics. In addition to screening applications, this novel approach distinguishes atypical neurofibromas from benign plexiform neurofibromas and malignant peripheral nerve sheath tumors, enabling more precise clinical diagnosis and management.</p>	phs003712	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003712	Jack F. Shern, MD;Aadel A. Chaudhuri, MD/PhD;Angela Hirbe, MD/PhD	Abid Al Reza	Center for Cancer Research (CCR)	39093127	CTF-2022-04-003;5T32GM007067;1ZIABC011722-04;1ZIABC010801-13;NTAP946745	7/25/2024	GRU-IRB	WGS	Case-Control	Neurofibromatosis 1	122.0	166.0		NF1	Cell-Free Nucleic Acids	Molluscum Fibrosum;Multiple non-ossifying fibromatosis;NEUROFIBROMATOSIS TYPE 1;NEUROFIBROMATOSIS, PERIPHERAL TYPE;NEUROFIBROMATOSIS, TYPE I;NEUROFIBROMATOSIS, TYPE I, SOMATIC
dataset	bd0afa83-fe1e-4eef-8a13-25c2d6cfdbb3	dbGaP	Childhood Cancer Data Initiative (CCDI): Single-Cell Atlas of NF1 Nerve Sheath Tumors	<p>The worst outcome of NF1 is the development of the aggressive and highly metastatic malignant peripheral nerve sheath tumors (MPNST), which transform from benign plexiform neurofibroma (PN) and lack effective treatment. In this study, we performed single-cell RNA sequencing of 63 clinically annotated NF1-associated peripheral nerve sheath tumors, including 24 PN, 34 premalignant atypical neurofibromas, and 5 MPNSTs. These results improve the ability of identifying high-risk neurofibromas and provide a unique opportunity for early detection of MPNST. </p>	phs003519	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003519	Jack Shern	Freddie Pruitt	Center for Cancer Genomics (CCG)	36134665;37167059;36130486;34010628		7/22/2024	GRU		Longitudinal	Rare Diseases	29.0	55.0		NF1;CDKN2A;CDKN2B;SUZ12;EED;TP53	Neoplasms;Pediatrics;Natural History;Neurofibromatosis 1;Neurofibroma, Plexiform;Neurofibrosarcoma	Neurofibromatosis 1;Rare Disease;Blastoma;CA;CA - Cancer;Cancer
